id,fragment_scans,mz_range:min,mz_range:max,rt,area,rt_range:min,rt_range:max,charge,height,intensity_range:min,intensity_range:max,mz,datafile:PreIS__400_800_d201-r001.mzML:mz_range:min,datafile:PreIS__400_800_d201-r001.mzML:mz_range:max,datafile:PreIS__400_800_d201-r001.mzML:area,datafile:PreIS__400_800_d201-r001.mzML:fwhm,datafile:PreIS__400_800_d201-r001.mzML:height,datafile:PreIS__400_800_d201-r001.mzML:mz,datafile:PreIS__400_800_d201-r001.mzML:feature_state,datafile:PreIS__400_800_d201-r001.mzML:fragment_scans,datafile:PreIS__400_800_d201-r001.mzML:rt,datafile:PreIS__400_800_d201-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d201-r001.mzML:rt_range:min,datafile:PreIS__400_800_d201-r001.mzML:rt_range:max,datafile:PreIS__400_800_d201-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d201-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d201-r001.mzML:tailing_factor,datafile:PreIS__400_800_d201-r001.mzML:charge,datafile:PreIS__400_800_d201-r001.mzML:isotopes,datafile:PreIS__400_800_d201-r002.mzML:mz_range:min,datafile:PreIS__400_800_d201-r002.mzML:mz_range:max,datafile:PreIS__400_800_d201-r002.mzML:area,datafile:PreIS__400_800_d201-r002.mzML:fwhm,datafile:PreIS__400_800_d201-r002.mzML:height,datafile:PreIS__400_800_d201-r002.mzML:mz,datafile:PreIS__400_800_d201-r002.mzML:feature_state,datafile:PreIS__400_800_d201-r002.mzML:fragment_scans,datafile:PreIS__400_800_d201-r002.mzML:rt,datafile:PreIS__400_800_d201-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d201-r002.mzML:rt_range:min,datafile:PreIS__400_800_d201-r002.mzML:rt_range:max,datafile:PreIS__400_800_d201-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d201-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d201-r002.mzML:tailing_factor,datafile:PreIS__400_800_d201-r002.mzML:charge,datafile:PreIS__400_800_d201-r002.mzML:isotopes,datafile:PreIS__750_1150_d201-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d201-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d201-r002.mzML:area,datafile:PreIS__750_1150_d201-r002.mzML:fwhm,datafile:PreIS__750_1150_d201-r002.mzML:height,datafile:PreIS__750_1150_d201-r002.mzML:mz,datafile:PreIS__750_1150_d201-r002.mzML:feature_state,datafile:PreIS__750_1150_d201-r002.mzML:fragment_scans,datafile:PreIS__750_1150_d201-r002.mzML:rt,datafile:PreIS__750_1150_d201-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d201-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d201-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d201-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d201-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d201-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d201-r002.mzML:charge,datafile:PreIS__750_1150_d201-r002.mzML:isotopes,datafile:PreIS__750_1150_d201-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d201-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d201-r001.mzML:area,datafile:PreIS__750_1150_d201-r001.mzML:fwhm,datafile:PreIS__750_1150_d201-r001.mzML:height,datafile:PreIS__750_1150_d201-r001.mzML:mz,datafile:PreIS__750_1150_d201-r001.mzML:feature_state,datafile:PreIS__750_1150_d201-r001.mzML:fragment_scans,datafile:PreIS__750_1150_d201-r001.mzML:rt,datafile:PreIS__750_1150_d201-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d201-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d201-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d201-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d201-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d201-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d201-r001.mzML:charge,datafile:PreIS__750_1150_d201-r001.mzML:isotopes,datafile:PreIS__1100_1500_d201-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:area,datafile:PreIS__1100_1500_d201-r001.mzML:fwhm,datafile:PreIS__1100_1500_d201-r001.mzML:height,datafile:PreIS__1100_1500_d201-r001.mzML:mz,datafile:PreIS__1100_1500_d201-r001.mzML:feature_state,datafile:PreIS__1100_1500_d201-r001.mzML:fragment_scans,datafile:PreIS__1100_1500_d201-r001.mzML:rt,datafile:PreIS__1100_1500_d201-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d201-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d201-r001.mzML:charge,datafile:PreIS__1100_1500_d201-r001.mzML:isotopes,datafile:PreIS__1100_1500_d201-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:area,datafile:PreIS__1100_1500_d201-r002.mzML:fwhm,datafile:PreIS__1100_1500_d201-r002.mzML:height,datafile:PreIS__1100_1500_d201-r002.mzML:mz,datafile:PreIS__1100_1500_d201-r002.mzML:feature_state,datafile:PreIS__1100_1500_d201-r002.mzML:fragment_scans,datafile:PreIS__1100_1500_d201-r002.mzML:rt,datafile:PreIS__1100_1500_d201-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d201-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d201-r002.mzML:charge,datafile:PreIS__1100_1500_d201-r002.mzML:isotopes
68,0,658.1000,658.7864,8.63,6.8E2,8.56,8.77,1,8.7E3,5.1E1,8.7E3,658.6470,,,,,,,UNKNOWN,,,,,,,,,,,658.1000,658.7864,6.8E2,0.08,8.7E3,658.6470,DETECTED,0,8.63,1.38,8.56,8.77,5.1E1,8.7E3,1.12,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
69,0,778.5000,778.7000,8.64,4.4E1,6.08,9.17,,3.8E2,5.1E1,3.8E2,778.5989,,,,,,,UNKNOWN,,,,,,,,,,,778.5000,778.7000,4.4E1,0.06,3.8E2,778.5989,DETECTED,0,8.64,0.25,6.08,9.17,5.1E1,3.8E2,0.60,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
70,0,676.0000,676.8005,8.67,5.9E2,7.74,9.98,1,6.8E3,5.0E1,6.8E3,676.4632,,,,,,,UNKNOWN,,,,,,,,,,,676.0000,676.8005,5.9E2,0.07,6.8E3,676.4632,DETECTED,0,8.67,0.72,7.74,9.98,5.0E1,6.8E3,1.68,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
71,0,632.2652,632.9000,8.69,5.1E2,5.55,9.68,1,7.2E3,5.0E1,7.2E3,632.5348,,,,,,,UNKNOWN,,,,,,,,,,,632.2652,632.9000,5.1E2,0.06,7.2E3,632.5348,DETECTED,0,8.69,0.02,5.55,9.68,5.0E1,7.2E3,0.51,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
72,0,650.2111,650.7000,8.70,4.6E2,8.63,9.44,1,7.1E3,5.1E1,7.1E3,650.6047,,,,,,,UNKNOWN,,,,,,,,,,,650.2111,650.7000,4.6E2,0.06,7.1E3,650.6047,DETECTED,0,8.70,0.83,8.63,9.44,5.1E1,7.1E3,0.92,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
73,0,515.0000,515.9000,8.78,1.9E1,3.20,8.83,,2.1E2,5.0E1,2.1E2,515.4975,,,,,,,UNKNOWN,,,,,,,,,,,515.0000,515.9000,1.9E1,0.07,2.1E2,515.4975,DETECTED,0,8.78,0.01,3.20,8.83,5.0E1,2.1E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
74,0,672.5977,672.5989,8.89,6.6E1,8.83,8.93,,1.1E3,4.2E2,1.1E3,672.5983,,,,,,,UNKNOWN,,,,,,,,,,,672.5977,672.5989,6.6E1,0.06,1.1E3,672.5983,DETECTED,0,8.89,0.75,8.83,8.93,4.2E2,1.1E3,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
75,0,646.4000,647.2918,8.93,5.6E2,7.74,9.00,1,9.2E3,5.1E1,9.2E3,646.6599,,,,,,,UNKNOWN,,,,,,,,,,,646.4000,647.2918,5.6E2,0.06,9.2E3,646.6599,DETECTED,0,8.93,1.00,7.74,9.00,5.1E1,9.2E3,1.01,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
76,0,696.2000,696.3029,8.93,1.3E1,8.33,8.96,,1.8E2,5.1E1,1.8E2,696.2853,,,,,,,UNKNOWN,,,,,,,,,,,696.2000,696.3029,1.3E1,0.07,1.8E2,696.2853,DETECTED,0,8.93,0.07,8.33,8.96,5.1E1,1.8E2,0.53,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
77,0,664.3984,664.7000,8.94,6.5E2,8.85,9.00,1,8.9E3,7.3E1,8.9E3,664.5350,,,,,,,UNKNOWN,,,,,,,,,,,664.3984,664.7000,6.5E2,0.07,8.9E3,664.5350,DETECTED,0,8.94,0.78,8.85,9.00,7.3E1,8.9E3,0.87,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
78,0,660.1000,660.8000,9.15,2.4E3,7.46,9.25,1,3.7E4,5.0E1,3.7E4,660.5281,,,,,,,UNKNOWN,,,,,,,,,,,660.1000,660.8000,2.4E3,0.06,3.7E4,660.5281,DETECTED,0,9.15,1.36,7.46,9.25,5.0E1,3.7E4,1.17,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
79,0,678.5000,679.2000,9.15,2.3E3,0.25,9.28,1,3.6E4,5.0E1,3.6E4,678.6309,,,,,,,UNKNOWN,,,,,,,,,,,678.5000,679.2000,2.3E3,0.06,3.6E4,678.6309,DETECTED,0,9.15,1.19,0.25,9.28,5.0E1,3.6E4,1.09,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
80,0,722.6003,722.6988,9.33,5.8E1,9.28,9.38,,9.4E2,1.9E2,9.4E2,722.6730,,,,,,,UNKNOWN,,,,,,,,,,,722.6003,722.6988,5.8E1,0.06,9.4E2,722.6730,DETECTED,0,9.33,1.00,9.28,9.38,1.9E2,9.4E2,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
81,0,703.8000,705.0000,9.34,4.7E1,5.37,9.39,,7.0E2,5.0E1,7.0E2,704.5025,,,,,,,UNKNOWN,,,,,,,,,,,703.8000,705.0000,4.7E1,0.06,7.0E2,704.5025,DETECTED,0,9.34,0.01,5.37,9.39,5.0E1,7.0E2,0.52,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
82,0,692.6990,693.0000,9.38,8.4E1,3.19,9.90,1,1.3E3,5.0E1,1.3E3,692.7116,,,,,,,UNKNOWN,,,,,,,,,,,692.6990,693.0000,8.4E1,0.06,1.3E3,692.7116,DETECTED,0,9.38,0.24,3.19,9.90,5.0E1,1.3E3,0.56,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
83,0,688.4000,688.6999,9.56,1.8E2,9.51,9.90,,3.0E3,5.0E1,3.0E3,688.6916,,,,,,,UNKNOWN,,,,,,,,,,,688.4000,688.6999,1.8E2,0.06,3.0E3,688.6916,DETECTED,0,9.56,191.48,9.51,9.90,5.0E1,3.0E3,40.56,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
84,0,716.2249,716.9083,9.96,3.3E2,9.92,10.00,,9.1E3,1.5E3,9.1E3,716.6395,,,,,,,UNKNOWN,,,,,,,,,,,716.2249,716.9083,3.3E2,0.03,9.1E3,716.6395,DETECTED,0,9.96,1.20,9.92,10.00,1.5E3,9.1E3,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
85,0,734.4000,734.7721,9.98,2.8E2,9.89,10.00,1,7.6E3,6.2E1,7.6E3,734.7382,,,,,,,UNKNOWN,,,,,,,,,,,734.4000,734.7721,2.8E2,0.03,7.6E3,734.7382,DETECTED,0,9.98,0.17,9.89,10.00,6.2E1,7.6E3,0.58,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
86,0,705.6979,706.8000,10.00,2.2E2,8.25,10.00,,4.0E3,5.0E1,4.0E3,706.4381,,,,,,,UNKNOWN,,,,,,,,,,,705.6979,706.8000,2.2E2,0.40,4.0E3,706.4381,DETECTED,0,10.00,,8.25,10.00,5.0E1,4.0E3,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
87,0,1049.9929,1050.0000,0.71,1.1E1,0.66,0.75,,1.7E2,7.3E1,1.7E2,1049.9963,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1049.9929,1050.0000,1.1E1,0.07,1.7E2,1049.9963,DETECTED,0,0.71,0.75,0.66,0.75,7.3E1,1.7E2,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
88,0,952.5000,953.3000,6.36,1.8E1,6.32,10.01,,2.9E2,5.1E1,2.9E2,952.6220,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,952.5000,953.3000,1.8E1,0.06,2.9E2,952.6220,DETECTED,0,6.36,3.19,6.32,10.01,5.1E1,2.9E2,47.33,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
89,0,774.3000,774.8000,6.41,1.2E3,6.31,6.56,1,1.1E4,4.7E2,1.1E4,774.4075,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,774.3000,774.8000,1.2E3,0.11,1.1E4,774.4075,DETECTED,0,6.41,1.43,6.31,6.56,4.7E2,1.1E4,1.24,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
90,0,951.5000,952.4000,6.49,2.6E1,6.05,6.54,,3.0E2,5.0E1,3.0E2,951.7215,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,951.5000,952.4000,2.6E1,0.06,3.0E2,951.7215,DETECTED,0,6.49,0.09,6.05,6.54,5.0E1,3.0E2,0.56,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
91,0,750.0000,750.9384,6.69,3.0E3,5.96,10.00,1,2.6E4,5.0E1,2.6E4,750.6103,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,750.0000,750.9384,3.0E3,0.09,2.6E4,750.6103,DETECTED,0,6.69,1.45,5.96,10.00,5.0E1,2.6E4,2.51,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
92,0,776.4000,776.6998,6.76,1.8E2,6.36,6.80,,2.1E3,5.3E1,2.1E3,776.5989,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,776.4000,776.6998,1.8E2,0.39,2.1E3,776.5989,DETECTED,0,6.76,0.13,6.36,6.80,5.3E1,2.1E3,0.57,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
93,0,926.8000,927.4000,6.96,2.8E1,6.92,9.67,,3.2E2,5.0E1,3.2E2,927.2418,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,926.8000,927.4000,2.8E1,0.06,3.2E2,927.2418,DETECTED,0,6.96,62.88,6.92,9.67,5.0E1,3.2E2,35.33,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
94,0,752.3062,753.3000,7.06,6.2E1,6.62,9.84,,6.9E2,5.0E1,6.9E2,752.7453,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,752.3062,753.3000,6.2E1,0.09,6.9E2,752.7453,DETECTED,0,7.06,6.85,6.62,9.84,5.0E1,6.9E2,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
95,0,796.4000,796.8000,7.45,8.0E1,7.40,8.08,,1.1E3,5.0E1,1.1E3,796.4991,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,796.4000,796.8000,8.0E1,0.06,1.1E3,796.4991,DETECTED,0,7.45,2.83,7.40,8.08,5.0E1,1.1E3,1.96,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
96,0,955.4000,955.9000,7.74,6.3E1,7.53,10.01,,5.9E2,5.0E1,5.9E2,955.6031,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,955.4000,955.9000,6.3E1,0.17,5.9E2,955.6031,DETECTED,0,7.74,2.43,7.53,10.01,5.0E1,5.9E2,0.77,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
97,0,975.4000,975.9000,7.78,8.2E1,6.19,8.62,,1.4E3,5.0E1,1.4E3,975.5976,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,975.4000,975.9000,8.2E1,0.06,1.4E3,975.5976,DETECTED,0,7.78,1.64,6.19,8.62,5.0E1,1.4E3,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
98,0,836.6922,836.6953,7.88,8.8E1,7.84,7.93,,1.5E3,5.3E2,1.5E3,836.6937,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,836.6922,836.6953,8.8E1,0.06,1.5E3,836.6937,DETECTED,0,7.88,1.33,7.84,7.93,5.3E2,1.5E3,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
99,0,839.4992,839.5006,8.01,3.0E1,7.97,8.06,,5.2E2,1.6E2,5.2E2,839.4997,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,839.4992,839.5006,3.0E1,0.06,5.2E2,839.4997,DETECTED,0,8.01,1.33,7.97,8.06,1.6E2,5.2E2,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
100,0,811.8000,812.2975,8.06,3.9E1,7.18,8.11,,6.2E2,5.1E1,6.2E2,812.2543,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,811.8000,812.2975,3.9E1,0.06,6.2E2,812.2543,DETECTED,0,8.06,0.05,7.18,8.11,5.1E1,6.2E2,0.53,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
101,0,813.5000,814.1000,8.09,4.8E1,8.04,9.14,,7.9E2,5.0E1,7.9E2,813.6193,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,813.5000,814.1000,4.8E1,0.06,7.9E2,813.6193,DETECTED,0,8.09,28.33,8.04,9.14,5.0E1,7.9E2,10.47,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
102,0,941.6995,941.6996,8.09,4.7E1,8.04,8.13,,8.1E2,2.8E2,8.1E2,941.6995,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,941.6995,941.6996,4.7E1,0.06,8.1E2,941.6995,DETECTED,0,8.09,0.75,8.04,8.13,2.8E2,8.1E2,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
103,0,979.7000,980.4000,8.10,3.7E1,6.09,8.67,,5.1E2,5.0E1,5.1E2,979.9268,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,979.7000,980.4000,3.7E1,0.06,5.1E2,979.9268,DETECTED,0,8.10,0.28,6.09,8.67,5.0E1,5.1E2,0.74,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
104,0,1002.6989,1002.7895,8.23,1.2E2,8.18,8.28,,2.0E3,2.1E2,2.0E3,1002.7805,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1002.6989,1002.7895,1.2E2,0.06,2.0E3,1002.7805,DETECTED,0,8.23,1.33,8.18,8.28,2.1E2,2.0E3,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
105,0,826.6000,826.8000,8.30,3.5E1,8.26,9.98,,5.6E2,5.2E1,5.6E2,826.7022,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,826.6000,826.8000,3.5E1,0.06,5.6E2,826.7022,DETECTED,0,8.30,1.33,8.26,9.98,5.2E1,5.6E2,3.89,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
106,0,808.6000,808.6961,8.31,2.9E1,8.27,8.56,,4.5E2,5.1E1,4.5E2,808.6850,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,808.6000,808.6961,2.9E1,0.06,4.5E2,808.6850,DETECTED,0,8.31,4.63,8.27,8.56,5.1E1,4.5E2,3.67,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
107,0,856.4994,856.5000,8.37,9.2E1,8.34,8.44,,1.6E3,5.2E1,1.6E3,856.4994,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,856.4994,856.5000,9.2E1,0.06,1.6E3,856.4994,DETECTED,0,8.37,1.24,8.34,8.44,5.2E1,1.6E3,1.15,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
108,0,838.2895,838.7962,8.39,4.9E1,7.97,8.44,,6.3E2,7.2E1,6.3E2,838.3584,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,838.2895,838.7962,4.9E1,0.06,6.3E2,838.3584,DETECTED,0,8.39,0.15,7.97,8.44,7.2E1,6.3E2,0.56,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
109,0,840.6996,840.9982,8.50,1.3E2,8.45,8.57,1,2.1E3,1.9E2,2.1E3,840.7196,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,840.6996,840.9982,1.3E2,0.06,2.1E3,840.7196,DETECTED,0,8.50,0.99,8.45,8.57,1.9E2,2.1E3,1.03,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
110,0,996.7978,996.8001,8.50,2.2E1,8.47,8.56,,3.8E2,1.3E2,3.8E2,996.7993,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,996.7978,996.8001,2.2E1,0.06,3.8E2,996.7993,DETECTED,0,8.50,1.33,8.47,8.56,1.3E2,3.8E2,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
