id,fragment_scans,mz_range:min,mz_range:max,rt,area,rt_range:min,rt_range:max,charge,height,intensity_range:min,intensity_range:max,mz,datafile:PreIS__400_800_d180-r001.mzML:mz_range:min,datafile:PreIS__400_800_d180-r001.mzML:mz_range:max,datafile:PreIS__400_800_d180-r001.mzML:area,datafile:PreIS__400_800_d180-r001.mzML:fwhm,datafile:PreIS__400_800_d180-r001.mzML:height,datafile:PreIS__400_800_d180-r001.mzML:mz,datafile:PreIS__400_800_d180-r001.mzML:feature_state,datafile:PreIS__400_800_d180-r001.mzML:fragment_scans,datafile:PreIS__400_800_d180-r001.mzML:rt,datafile:PreIS__400_800_d180-r001.mzML:rt_range:min,datafile:PreIS__400_800_d180-r001.mzML:rt_range:max,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r001.mzML:tailing_factor,datafile:PreIS__400_800_d180-r001.mzML:charge,datafile:PreIS__400_800_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r001.mzML:area,datafile:PreIS__750_1150_d180-r001.mzML:fwhm,datafile:PreIS__750_1150_d180-r001.mzML:height,datafile:PreIS__750_1150_d180-r001.mzML:mz,datafile:PreIS__750_1150_d180-r001.mzML:feature_state,datafile:PreIS__750_1150_d180-r001.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r001.mzML:rt,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r001.mzML:charge,datafile:PreIS__750_1150_d180-r001.mzML:isotopes,datafile:PreIS__400_800_d180-r002.mzML:mz_range:min,datafile:PreIS__400_800_d180-r002.mzML:mz_range:max,datafile:PreIS__400_800_d180-r002.mzML:area,datafile:PreIS__400_800_d180-r002.mzML:fwhm,datafile:PreIS__400_800_d180-r002.mzML:height,datafile:PreIS__400_800_d180-r002.mzML:mz,datafile:PreIS__400_800_d180-r002.mzML:feature_state,datafile:PreIS__400_800_d180-r002.mzML:fragment_scans,datafile:PreIS__400_800_d180-r002.mzML:rt,datafile:PreIS__400_800_d180-r002.mzML:rt_range:min,datafile:PreIS__400_800_d180-r002.mzML:rt_range:max,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r002.mzML:tailing_factor,datafile:PreIS__400_800_d180-r002.mzML:charge,datafile:PreIS__400_800_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:area,datafile:PreIS__1100_1500_d180-r002.mzML:fwhm,datafile:PreIS__1100_1500_d180-r002.mzML:height,datafile:PreIS__1100_1500_d180-r002.mzML:mz,datafile:PreIS__1100_1500_d180-r002.mzML:feature_state,datafile:PreIS__1100_1500_d180-r002.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r002.mzML:rt,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r002.mzML:charge,datafile:PreIS__1100_1500_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:area,datafile:PreIS__1100_1500_d180-r001.mzML:fwhm,datafile:PreIS__1100_1500_d180-r001.mzML:height,datafile:PreIS__1100_1500_d180-r001.mzML:mz,datafile:PreIS__1100_1500_d180-r001.mzML:feature_state,datafile:PreIS__1100_1500_d180-r001.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r001.mzML:rt,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r001.mzML:charge,datafile:PreIS__1100_1500_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r002.mzML:area,datafile:PreIS__750_1150_d180-r002.mzML:fwhm,datafile:PreIS__750_1150_d180-r002.mzML:height,datafile:PreIS__750_1150_d180-r002.mzML:mz,datafile:PreIS__750_1150_d180-r002.mzML:feature_state,datafile:PreIS__750_1150_d180-r002.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r002.mzML:rt,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r002.mzML:charge,datafile:PreIS__750_1150_d180-r002.mzML:isotopes
238,0,1170.8999,1170.9002,0.71,9.0E1,0.66,0.75,,1.6E3,4.3E2,1.6E3,1170.9000,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1170.8999,1170.9002,9.0E1,0.06,1.6E3,1170.9000,DETECTED,0,0.71,0.66,0.75,4.3E2,1.6E3,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
239,0,1367.0000,1367.6012,0.71,1.3E2,0.61,0.77,,2.1E3,5.1E1,2.1E3,1367.5428,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1367.0000,1367.6012,1.3E2,0.06,2.1E3,1367.5428,DETECTED,0,0.71,0.61,0.77,5.1E1,2.1E3,1.07,1.01,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
240,0,1426.3000,1427.0000,4.43,5.5E1,4.39,9.98,,9.2E2,5.2E1,9.2E2,1426.7024,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1426.3000,1427.0000,5.5E1,0.06,9.2E2,1426.7024,DETECTED,0,4.43,4.39,9.98,5.2E1,9.2E2,1.27,1.82,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
241,0,1181.6000,1182.2000,4.60,1.9E2,0.62,4.65,1,3.3E3,5.1E1,3.3E3,1181.9862,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1181.6000,1182.2000,1.9E2,0.06,3.3E3,1181.9862,DETECTED,0,4.60,0.62,4.65,5.1E1,3.3E3,0.01,0.50,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
242,0,1266.9997,1267.0001,5.76,5.0E1,5.70,5.80,,8.6E2,2.9E2,8.6E2,1267.0000,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1266.9997,1267.0001,5.0E1,0.06,8.6E2,1267.0000,DETECTED,0,5.76,5.70,5.80,2.9E2,8.6E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
243,0,1254.1986,1254.1991,5.81,4.2E1,5.77,5.86,,7.2E2,2.4E2,7.2E2,1254.1990,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1254.1986,1254.1991,4.2E1,0.06,7.2E2,1254.1990,DETECTED,0,5.81,5.77,5.86,2.4E2,7.2E2,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
244,0,1153.4000,1153.8000,7.16,3.6E1,7.12,9.30,,6.0E2,5.0E1,6.0E2,1153.7881,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1153.4000,1153.8000,3.6E1,0.06,6.0E2,1153.7881,DETECTED,0,7.16,7.12,9.30,5.0E1,6.0E2,54.73,1.20,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
245,0,1150.4997,1150.6999,7.17,2.0E2,7.09,7.22,1,3.1E3,3.7E2,3.1E3,1150.5415,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1150.4997,1150.6999,2.0E2,0.06,3.1E3,1150.5415,DETECTED,0,7.17,7.09,7.22,3.7E2,3.1E3,0.78,0.83,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
246,0,1155.2966,1155.8000,7.17,1.3E1,4.08,7.21,,1.8E2,5.0E1,1.8E2,1155.3725,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1155.2966,1155.8000,1.3E1,0.07,1.8E2,1155.3725,DETECTED,0,7.17,4.08,7.21,5.0E1,1.8E2,0.01,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
247,0,1224.3988,1224.5003,7.46,1.3E2,7.39,7.51,1,1.9E3,4.8E2,1.9E3,1224.4371,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1224.3988,1224.5003,1.3E2,0.07,1.9E3,1224.4371,DETECTED,0,7.46,7.39,7.51,4.8E2,1.9E3,0.80,0.90,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
248,0,1226.8000,1227.3996,7.46,3.5E1,7.41,9.98,,5.7E2,5.1E1,5.7E2,1226.9113,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1226.8000,1227.3996,3.5E1,0.06,5.7E2,1226.9113,DETECTED,0,7.46,7.41,9.98,5.1E1,5.7E2,48.27,24.57,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
249,0,1297.5394,1298.6981,7.72,1.3E2,7.65,7.77,1,2.2E3,1.7E2,2.2E3,1298.1859,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1297.5394,1298.6981,1.3E2,0.06,2.2E3,1298.1859,DETECTED,0,7.72,7.65,7.77,1.7E2,2.2E3,0.87,0.98,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
250,0,1300.5963,1301.2000,7.73,5.6E1,0.61,10.01,,8.3E2,5.2E1,8.3E2,1300.6390,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1300.5963,1301.2000,5.6E1,0.06,8.3E2,1300.6390,DETECTED,0,7.73,0.61,10.01,5.2E1,8.3E2,0.32,0.66,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
251,0,1372.4696,1372.9000,7.98,1.5E2,7.00,8.03,1,2.4E3,5.1E1,2.4E3,1372.5789,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1372.4696,1372.9000,1.5E2,0.06,2.4E3,1372.5789,DETECTED,0,7.98,7.00,8.03,5.1E1,2.4E3,0.01,0.51,1,4,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
252,0,1449.4180,1449.9000,8.21,1.1E2,2.48,8.29,,1.5E3,5.0E1,1.5E3,1449.5626,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1449.4180,1449.9000,1.1E2,0.07,1.5E3,1449.5626,DETECTED,0,8.21,2.48,8.29,5.0E1,1.5E3,0.01,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
253,0,1447.3000,1447.6000,8.23,1.6E2,0.00,8.28,1,2.7E3,5.1E1,2.7E3,1447.5791,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1447.3000,1447.6000,1.6E2,0.07,2.7E3,1447.5791,DETECTED,0,8.23,0.00,8.28,5.1E1,2.7E3,0.83,1.00,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
254,0,1430.6948,1431.2000,9.04,4.2E1,8.99,10.01,,7.2E2,5.1E1,7.2E2,1430.7038,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1430.6948,1431.2000,4.2E1,0.06,7.2E2,1430.7038,DETECTED,0,9.04,8.99,10.01,5.1E1,7.2E2,18.35,9.59,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
255,0,1131.5002,1131.6000,9.17,2.6E1,9.12,9.23,,4.4E2,5.2E1,4.4E2,1131.5074,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1131.5002,1131.6000,2.6E1,0.06,4.4E2,1131.5074,DETECTED,0,9.17,9.12,9.23,5.2E1,4.4E2,0.76,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
256,0,1207.0000,1207.5011,9.41,2.1E1,8.25,9.46,,3.1E2,5.0E1,3.1E2,1207.4367,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1207.0000,1207.5011,2.1E1,0.06,3.1E2,1207.4367,DETECTED,0,9.41,8.25,9.46,5.0E1,3.1E2,0.05,0.52,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
257,0,1205.5000,1205.5961,9.42,2.7E1,9.36,9.43,,8.0E2,5.9E1,8.0E2,1205.5887,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1205.5000,1205.5961,2.7E1,0.04,8.0E2,1205.5887,DETECTED,0,9.42,9.36,9.43,5.9E1,8.0E2,0.34,0.59,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
258,0,1205.5978,1206.2999,9.42,5.8E1,8.47,9.47,,8.3E2,5.0E1,8.3E2,1206.0122,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1205.5978,1206.2999,5.8E1,0.08,8.3E2,1206.0122,DETECTED,0,9.42,8.47,9.47,5.0E1,8.3E2,0.04,0.53,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
259,0,1282.5834,1282.5867,9.64,1.4E2,9.60,9.69,1,2.5E3,8.2E2,2.5E3,1282.5850,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1282.5834,1282.5867,1.4E2,0.06,2.5E3,1282.5850,DETECTED,0,9.64,9.60,9.69,8.2E2,2.5E3,1.33,1.17,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
260,0,1353.4000,1354.0004,9.86,6.7E1,4.08,9.91,,1.1E3,5.0E1,1.1E3,1353.9943,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1353.4000,1354.0004,6.7E1,0.06,1.1E3,1353.9943,DETECTED,0,9.86,4.08,9.91,5.0E1,1.1E3,0.01,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
261,0,1258.4999,1258.5002,0.62,5.9E1,0.58,0.68,,1.0E3,3.2E2,1.0E3,1258.5000,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1258.4999,1258.5002,5.9E1,0.06,1.0E3,1258.5000,DETECTED,0,0.62,0.58,0.68,3.2E2,1.0E3,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,
262,0,1105.1963,1105.3033,0.64,4.9E2,0.58,0.75,,6.6E3,7.1E2,6.6E3,1105.2232,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1105.1963,1105.3033,4.9E2,0.06,6.6E3,1105.2232,DETECTED,0,0.64,0.58,0.75,7.1E2,6.6E3,2.02,1.63,,,,,,,,,UNKNOWN,,,,,,,,,,
263,0,1154.2998,1154.3003,0.65,3.4E1,0.60,0.69,,5.8E2,1.7E2,5.8E2,1154.3001,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1154.2998,1154.3003,3.4E1,0.06,5.8E2,1154.3001,DETECTED,0,0.65,0.60,0.69,1.7E2,5.8E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,
264,0,1187.1334,1187.4000,0.65,7.6E1,0.58,0.73,1,1.2E3,6.3E1,1.2E3,1187.1749,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1187.1334,1187.4000,7.6E1,0.06,1.2E3,1187.1749,DETECTED,0,0.65,0.58,0.73,6.3E1,1.2E3,1.10,1.00,1,3,,,,,,,UNKNOWN,,,,,,,,,,
265,0,1302.6997,1302.9000,0.65,1.1E2,0.60,0.77,,1.8E3,5.0E1,1.8E3,1302.7059,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1302.6997,1302.9000,1.1E2,0.06,1.8E3,1302.7059,DETECTED,0,0.65,0.60,0.77,5.0E1,1.8E3,39.73,6.95,,,,,,,,,UNKNOWN,,,,,,,,,,
266,0,1120.4000,1121.5000,0.66,2.0E2,0.52,7.94,,2.6E3,5.0E1,2.6E3,1120.8844,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1120.4000,1121.5000,2.0E2,0.07,2.6E3,1120.8844,DETECTED,0,0.66,0.52,7.94,5.0E1,2.6E3,1.24,1.10,,,,,,,,,UNKNOWN,,,,,,,,,,
267,0,1146.6985,1146.7000,0.66,2.4E1,0.61,0.70,,4.1E2,1.1E2,4.1E2,1146.6998,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1146.6985,1146.7000,2.4E1,0.06,4.1E2,1146.6998,DETECTED,0,0.66,0.61,0.70,1.1E2,4.1E2,0.75,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,
268,0,1408.4998,1409.1000,0.66,1.6E1,0.61,0.71,,2.6E2,5.2E1,2.6E2,1408.5249,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1408.4998,1409.1000,1.6E1,0.06,2.6E2,1408.5249,DETECTED,0,0.66,0.61,0.71,5.2E1,2.6E2,0.82,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,
269,0,1122.7000,1123.3000,0.68,2.0E1,0.62,4.03,,2.8E2,5.0E1,2.8E2,1123.1992,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1122.7000,1123.3000,2.0E1,0.06,2.8E2,1123.1992,DETECTED,0,0.68,0.62,4.03,5.0E1,2.8E2,67.27,32.75,,,,,,,,,UNKNOWN,,,,,,,,,,
270,0,1268.9000,1269.4005,0.68,1.0E2,0.60,0.74,1,1.7E3,5.1E1,1.7E3,1269.3811,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1268.9000,1269.4005,1.0E2,0.06,1.7E3,1269.3811,DETECTED,0,0.68,0.60,0.74,5.1E1,1.7E3,0.88,0.89,1,2,,,,,,,UNKNOWN,,,,,,,,,,
271,0,1334.8988,1334.9000,0.68,4.8E1,0.64,0.73,,8.4E2,2.3E2,8.4E2,1334.8996,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1334.8988,1334.9000,4.8E1,0.06,8.4E2,1334.8996,DETECTED,0,0.68,0.64,0.73,2.3E2,8.4E2,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,
272,0,1369.2998,1369.3002,0.68,2.7E1,0.62,0.71,,4.7E2,1.7E2,4.7E2,1369.3001,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1369.2998,1369.3002,2.7E1,0.06,4.7E2,1369.3001,DETECTED,0,0.68,0.62,0.71,1.7E2,4.7E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,
273,0,1137.5000,1138.1000,0.69,9.6E1,0.58,0.74,,1.6E3,5.1E1,1.6E3,1137.9031,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1137.5000,1138.1000,9.6E1,0.06,1.6E3,1137.9031,DETECTED,0,0.69,0.58,0.74,5.1E1,1.6E3,0.74,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,
274,0,1235.0915,1235.2987,0.69,1.4E2,0.62,0.74,,2.3E3,3.1E2,2.3E3,1235.1310,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1235.0915,1235.2987,1.4E2,0.06,2.3E3,1235.1310,DETECTED,0,0.69,0.62,0.74,3.1E2,2.3E3,0.97,0.90,,,,,,,,,UNKNOWN,,,,,,,,,,
275,0,1383.4994,1383.5002,0.69,1.7E1,0.65,0.74,,2.8E2,8.7E1,2.8E2,1383.5001,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1383.4994,1383.5002,1.7E1,0.06,2.8E2,1383.5001,DETECTED,0,0.69,0.65,0.74,8.7E1,2.8E2,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,
276,0,1153.0000,1153.5000,0.70,3.0E1,0.65,6.09,,4.3E2,5.0E1,4.3E2,1153.2035,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1153.0000,1153.5000,3.0E1,0.06,4.3E2,1153.2035,DETECTED,0,0.70,0.65,6.09,5.0E1,4.3E2,102.73,52.38,,,,,,,,,UNKNOWN,,,,,,,,,,
277,0,1168.8000,1168.8002,0.70,7.3E1,0.65,0.74,,1.3E3,2.9E2,1.3E3,1168.8000,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1168.8000,1168.8002,7.3E1,0.06,1.3E3,1168.8000,DETECTED,0,0.70,0.65,0.74,2.9E2,1.3E3,0.75,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,
278,0,1202.3000,1203.5987,0.70,1.4E2,0.60,0.77,,1.6E3,2.2E2,1.6E3,1203.1279,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1202.3000,1203.5987,1.4E2,0.08,1.6E3,1203.1279,DETECTED,0,0.70,0.60,0.77,2.2E2,1.6E3,0.53,0.81,,,,,,,,,UNKNOWN,,,,,,,,,,
279,0,1284.1000,1284.3723,0.70,2.1E1,0.58,8.55,,1.7E2,5.3E1,1.7E2,1284.2626,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1284.1000,1284.3723,2.1E1,8.04,1.7E2,1284.2626,DETECTED,0,0.70,0.58,8.55,5.3E1,1.7E2,67.12,34.06,,,,,,,,,UNKNOWN,,,,,,,,,,
