id,fragment_scans,mz_range:min,mz_range:max,rt,area,rt_range:min,rt_range:max,charge,height,intensity_range:min,intensity_range:max,mz,datafile:PreIS__400_800_d180-r001.mzML:mz_range:min,datafile:PreIS__400_800_d180-r001.mzML:mz_range:max,datafile:PreIS__400_800_d180-r001.mzML:area,datafile:PreIS__400_800_d180-r001.mzML:fwhm,datafile:PreIS__400_800_d180-r001.mzML:height,datafile:PreIS__400_800_d180-r001.mzML:mz,datafile:PreIS__400_800_d180-r001.mzML:feature_state,datafile:PreIS__400_800_d180-r001.mzML:fragment_scans,datafile:PreIS__400_800_d180-r001.mzML:rt,datafile:PreIS__400_800_d180-r001.mzML:rt_range:min,datafile:PreIS__400_800_d180-r001.mzML:rt_range:max,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r001.mzML:tailing_factor,datafile:PreIS__400_800_d180-r001.mzML:charge,datafile:PreIS__400_800_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r001.mzML:area,datafile:PreIS__750_1150_d180-r001.mzML:fwhm,datafile:PreIS__750_1150_d180-r001.mzML:height,datafile:PreIS__750_1150_d180-r001.mzML:mz,datafile:PreIS__750_1150_d180-r001.mzML:feature_state,datafile:PreIS__750_1150_d180-r001.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r001.mzML:rt,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r001.mzML:charge,datafile:PreIS__750_1150_d180-r001.mzML:isotopes,datafile:PreIS__400_800_d180-r002.mzML:mz_range:min,datafile:PreIS__400_800_d180-r002.mzML:mz_range:max,datafile:PreIS__400_800_d180-r002.mzML:area,datafile:PreIS__400_800_d180-r002.mzML:fwhm,datafile:PreIS__400_800_d180-r002.mzML:height,datafile:PreIS__400_800_d180-r002.mzML:mz,datafile:PreIS__400_800_d180-r002.mzML:feature_state,datafile:PreIS__400_800_d180-r002.mzML:fragment_scans,datafile:PreIS__400_800_d180-r002.mzML:rt,datafile:PreIS__400_800_d180-r002.mzML:rt_range:min,datafile:PreIS__400_800_d180-r002.mzML:rt_range:max,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d180-r002.mzML:tailing_factor,datafile:PreIS__400_800_d180-r002.mzML:charge,datafile:PreIS__400_800_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:area,datafile:PreIS__1100_1500_d180-r002.mzML:fwhm,datafile:PreIS__1100_1500_d180-r002.mzML:height,datafile:PreIS__1100_1500_d180-r002.mzML:mz,datafile:PreIS__1100_1500_d180-r002.mzML:feature_state,datafile:PreIS__1100_1500_d180-r002.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r002.mzML:rt,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r002.mzML:charge,datafile:PreIS__1100_1500_d180-r002.mzML:isotopes,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:area,datafile:PreIS__1100_1500_d180-r001.mzML:fwhm,datafile:PreIS__1100_1500_d180-r001.mzML:height,datafile:PreIS__1100_1500_d180-r001.mzML:mz,datafile:PreIS__1100_1500_d180-r001.mzML:feature_state,datafile:PreIS__1100_1500_d180-r001.mzML:fragment_scans,datafile:PreIS__1100_1500_d180-r001.mzML:rt,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d180-r001.mzML:charge,datafile:PreIS__1100_1500_d180-r001.mzML:isotopes,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d180-r002.mzML:area,datafile:PreIS__750_1150_d180-r002.mzML:fwhm,datafile:PreIS__750_1150_d180-r002.mzML:height,datafile:PreIS__750_1150_d180-r002.mzML:mz,datafile:PreIS__750_1150_d180-r002.mzML:feature_state,datafile:PreIS__750_1150_d180-r002.mzML:fragment_scans,datafile:PreIS__750_1150_d180-r002.mzML:rt,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d180-r002.mzML:charge,datafile:PreIS__750_1150_d180-r002.mzML:isotopes
195,0,669.4000,670.5000,7.43,2.1E1,2.09,10.00,,3.3E2,5.0E1,3.3E2,669.9002,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,669.4000,670.5000,2.1E1,0.06,3.3E2,669.9002,DETECTED,0,7.43,2.09,10.00,5.0E1,3.3E2,0.48,0.74,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
196,0,566.9000,567.5391,7.60,1.2E3,3.81,10.00,,1.1E4,5.0E1,1.1E4,567.3078,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,566.9000,567.5391,1.2E3,0.08,1.1E4,567.3078,DETECTED,0,7.60,3.81,10.00,5.0E1,1.1E4,0.02,0.53,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
197,0,527.1000,527.7000,7.65,1.7E2,0.05,9.52,,2.6E3,5.0E1,2.6E3,527.5385,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,527.1000,527.7000,1.7E2,0.06,2.6E3,527.5385,DETECTED,0,7.65,0.05,9.52,5.0E1,2.6E3,1.25,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
198,0,551.7003,552.7000,7.78,1.3E2,5.72,7.84,,1.7E3,5.0E1,1.7E3,552.0602,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,551.7003,552.7000,1.3E2,0.06,1.7E3,552.0602,DETECTED,0,7.78,5.72,7.84,5.0E1,1.7E3,0.03,1.06,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
199,0,578.3993,578.9000,7.84,5.0E1,0.14,7.89,,8.3E2,5.0E1,8.3E2,578.4067,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,578.3993,578.9000,5.0E1,0.06,8.3E2,578.4067,DETECTED,0,7.84,0.14,7.89,5.0E1,8.3E2,1.34,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
200,0,540.0373,541.1000,7.90,1.8E3,2.41,9.86,,7.0E3,5.0E1,7.0E3,540.3941,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,540.0373,541.1000,1.8E3,0.86,7.0E3,540.3941,DETECTED,0,7.90,2.41,9.86,5.0E1,7.0E3,1.97,1.81,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
201,0,595.5981,596.4591,8.12,3.6E2,0.00,9.99,,3.0E3,5.1E1,3.0E3,596.2122,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,595.5981,596.4591,3.6E2,0.06,3.0E3,596.2122,DETECTED,0,8.12,0.00,9.99,5.1E1,3.0E3,0.48,0.73,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
202,0,555.4000,555.4137,8.15,1.3E2,8.09,9.21,,2.1E3,5.1E1,2.1E3,555.4006,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,555.4000,555.4137,1.3E2,0.06,2.1E3,555.4006,DETECTED,0,8.15,8.09,9.21,5.1E1,2.1E3,2.88,1.58,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
203,0,632.0000,632.7001,8.26,4.0E2,1.02,8.50,,3.2E3,5.0E1,3.2E3,632.4985,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,632.0000,632.7001,4.0E2,0.30,3.2E3,632.4985,DETECTED,0,8.26,1.02,8.50,5.0E1,3.2E3,0.05,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
204,0,606.1000,607.3000,8.30,4.6E2,6.07,8.42,1,6.3E3,5.0E1,6.3E3,606.5620,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,606.1000,607.3000,4.6E2,0.06,6.3E3,606.5620,DETECTED,0,8.30,6.07,8.42,5.0E1,6.3E3,0.71,0.51,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
205,0,567.6324,568.6182,8.39,1.4E3,3.83,8.47,,1.2E4,5.1E1,1.2E4,568.0909,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,567.6324,568.6182,1.4E3,0.84,1.2E4,568.0909,DETECTED,0,8.39,3.83,8.47,5.1E1,1.2E4,0.30,0.55,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
206,0,569.1000,569.7000,8.39,7.1E1,1.02,8.45,,8.8E2,5.0E1,8.8E2,569.5531,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,569.1000,569.7000,7.1E1,0.07,8.8E2,569.5531,DETECTED,0,8.39,1.02,8.45,5.0E1,8.8E2,0.01,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
207,0,597.1000,597.9000,8.39,3.0E1,3.59,9.98,,3.2E2,5.0E1,3.2E2,597.3383,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,597.1000,597.9000,3.0E1,0.06,3.2E2,597.3383,DETECTED,0,8.39,3.59,9.98,5.0E1,3.2E2,0.33,0.66,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
208,0,650.0000,650.8000,8.41,2.1E3,7.56,8.63,1,2.2E4,5.0E1,2.2E4,650.4320,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,650.0000,650.8000,2.1E3,0.07,2.2E4,650.4320,DETECTED,0,8.41,7.56,8.63,5.0E1,2.2E4,0.51,0.92,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
209,0,624.1000,624.7000,8.46,3.5E3,5.76,8.69,1,3.9E4,5.0E1,3.9E4,624.4923,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,624.1000,624.7000,3.5E3,0.07,3.9E4,624.4923,DETECTED,0,8.46,5.76,8.69,5.0E1,3.9E4,2.58,1.47,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
210,0,620.3921,621.2000,8.54,3.6E2,5.46,9.50,,3.5E3,5.0E1,3.5E3,620.7499,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,620.3921,621.2000,3.6E2,0.06,3.5E3,620.7499,DETECTED,0,8.54,5.46,9.50,5.0E1,3.5E3,78.14,18.66,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
211,0,637.9000,638.7000,8.70,1.9E3,0.49,9.16,1,2.0E4,5.1E1,2.0E4,638.4427,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,637.9000,638.7000,1.9E3,0.07,2.0E4,638.4427,DETECTED,0,8.70,0.49,9.16,5.1E1,2.0E4,0.25,0.67,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
212,0,634.3000,634.8865,8.73,1.3E3,2.36,8.99,1,1.6E4,5.1E1,1.6E4,634.5177,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,634.3000,634.8865,1.3E3,0.07,1.6E4,634.5177,DETECTED,0,8.73,2.36,8.99,5.1E1,1.6E4,1.77,1.49,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
213,0,652.2000,653.2000,8.95,5.8E3,4.15,9.99,1,6.7E4,5.0E1,6.7E4,652.5718,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,652.2000,653.2000,5.8E3,0.06,6.7E4,652.5718,DETECTED,0,8.95,4.15,9.99,5.0E1,6.7E4,0.72,0.86,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
214,0,405.8000,406.8000,9.11,1.0E2,0.27,9.85,,5.2E2,5.0E1,5.2E2,406.0901,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,405.8000,406.8000,1.0E2,4.44,5.2E2,406.0901,DETECTED,0,9.11,0.27,9.85,5.0E1,5.2E2,0.09,1.38,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
215,0,665.9000,666.7000,9.18,1.1E2,0.54,9.38,,1.4E3,5.0E1,1.4E3,666.3960,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,665.9000,666.7000,1.1E2,0.06,1.4E3,666.3960,DETECTED,0,9.18,0.54,9.38,5.0E1,1.4E3,6.02,1.65,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
216,0,536.9699,538.1000,9.34,1.5E3,5.11,10.00,,1.3E4,5.1E1,1.3E4,537.5117,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,536.9699,538.1000,1.5E3,0.09,1.3E4,537.5117,DETECTED,0,9.34,5.11,10.00,5.1E1,1.3E4,0.37,2.46,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
217,0,680.1000,680.4696,9.38,1.8E1,9.31,9.96,,2.4E2,5.1E1,2.4E2,680.4099,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,680.1000,680.4696,1.8E1,0.07,2.4E2,680.4099,DETECTED,0,9.38,9.31,9.96,5.1E1,2.4E2,9.00,5.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
218,0,565.0000,566.0000,9.79,6.8E2,3.88,10.00,,8.4E3,5.0E1,8.4E3,565.3740,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,565.0000,566.0000,6.8E2,0.06,8.4E3,565.3740,DETECTED,0,9.79,3.88,10.00,5.0E1,8.4E3,2.92,0.53,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
219,0,521.6000,522.9000,9.96,1.8E2,0.57,9.98,,2.7E3,5.0E1,2.7E3,522.1498,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,521.6000,522.9000,1.8E2,0.58,2.7E3,522.1498,DETECTED,0,9.96,0.57,9.98,5.0E1,2.7E3,0.08,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
220,0,533.7000,534.8975,10.00,1.1E2,3.11,10.00,,6.9E3,5.0E1,6.9E3,534.4480,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,533.7000,534.8975,1.1E2,8.27,6.9E3,534.4480,DETECTED,0,10.00,3.11,10.00,5.0E1,6.9E3,,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
221,0,663.0000,664.2000,10.00,1.6E2,0.65,10.00,,2.5E3,5.0E1,2.5E3,663.5804,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,663.0000,664.2000,1.6E2,2.99,2.5E3,663.5804,DETECTED,0,10.00,0.65,10.00,5.0E1,2.5E3,,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
222,0,1104.2936,1104.7010,0.64,4.3E2,0.58,0.75,1,6.4E3,3.9E2,6.4E3,1104.3771,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1104.2936,1104.7010,4.3E2,0.06,6.4E3,1104.3771,DETECTED,0,0.64,0.58,0.75,3.9E2,6.4E3,0.74,1.51,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
223,0,1184.1994,1184.5000,0.65,1.2E1,0.60,5.24,,1.6E2,5.1E1,1.6E2,1184.2505,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1184.1994,1184.5000,1.2E1,0.07,1.6E2,1184.2505,DETECTED,0,0.65,0.60,5.24,5.1E1,1.6E2,88.24,44.62,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
224,0,1186.9884,1187.1150,0.65,2.7E2,0.58,0.71,1,4.3E3,1.9E2,4.3E3,1187.0146,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1186.9884,1187.1150,2.7E2,0.06,4.3E3,1187.0146,DETECTED,0,0.65,0.58,0.71,1.9E2,4.3E3,0.91,0.90,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
225,0,1342.6014,1343.0000,0.65,2.7E1,0.61,9.58,,4.2E2,5.0E1,4.2E2,1342.6432,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1342.6014,1343.0000,2.7E1,0.06,4.2E2,1342.6432,DETECTED,0,0.65,0.61,9.58,5.0E1,4.2E2,230.71,115.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
226,0,1346.2994,1346.2995,0.65,5.0E1,0.60,0.69,,8.7E2,3.3E2,8.7E2,1346.2994,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1346.2994,1346.2995,5.0E1,0.06,8.7E2,1346.2994,DETECTED,0,0.65,0.60,0.69,3.3E2,8.7E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
227,0,1432.5972,1433.2000,0.65,5.7E1,0.61,9.99,,9.8E2,5.2E1,9.8E2,1432.6046,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1432.5972,1433.2000,5.7E1,0.06,9.8E2,1432.6046,DETECTED,0,0.65,0.61,9.99,5.2E1,9.8E2,239.62,120.15,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
228,0,1330.8999,1330.9010,0.66,9.6E0,0.61,0.70,,1.5E2,6.6E1,1.5E2,1330.9004,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1330.8999,1330.9010,9.6E0,0.07,1.5E2,1330.9004,DETECTED,0,0.66,0.61,0.70,6.6E1,1.5E2,0.75,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
229,0,1136.8000,1137.4000,0.68,1.8E1,0.60,0.74,,2.4E2,5.4E1,2.4E2,1136.9531,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1136.8000,1137.4000,1.8E1,0.06,2.4E2,1136.9531,DETECTED,0,0.68,0.60,0.74,5.4E1,2.4E2,0.83,0.92,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
230,0,1120.6998,1120.9831,0.69,1.2E2,0.60,0.75,1,1.4E3,2.0E2,1.4E3,1120.8336,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1120.6998,1120.9831,1.2E2,0.08,1.4E3,1120.8336,DETECTED,0,0.69,0.60,0.75,2.0E2,1.4E3,0.76,0.86,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
231,0,1196.3000,1196.5999,0.69,8.0E1,0.64,7.17,,1.4E3,5.0E1,1.4E3,1196.5924,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1196.3000,1196.5999,8.0E1,0.07,1.4E3,1196.5924,DETECTED,0,0.69,0.64,7.17,5.0E1,1.4E3,279.40,78.64,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
232,0,1203.5025,1203.5039,0.69,1.1E2,0.65,0.74,,2.0E3,7.0E2,2.0E3,1203.5033,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1203.5025,1203.5039,1.1E2,0.06,2.0E3,1203.5033,DETECTED,0,0.69,0.65,0.74,7.0E2,2.0E3,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
233,0,1235.1000,1235.1045,0.69,1.1E1,0.64,0.73,,1.7E2,7.1E1,1.7E2,1235.1032,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1235.1000,1235.1045,1.1E1,0.07,1.7E2,1235.1032,DETECTED,0,0.69,0.64,0.73,7.1E1,1.7E2,0.75,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
234,0,1251.2998,1251.3004,0.69,4.6E1,0.65,0.74,,8.0E2,2.7E2,8.0E2,1251.3001,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1251.2998,1251.3004,4.6E1,0.06,8.0E2,1251.3001,DETECTED,0,0.69,0.65,0.74,2.7E2,8.0E2,1.33,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
235,0,1303.0000,1303.5009,0.69,1.9E1,0.64,7.85,,2.8E2,5.0E1,2.8E2,1303.4311,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1303.0000,1303.5009,1.9E1,0.06,2.8E2,1303.4311,DETECTED,0,0.69,0.64,7.85,5.0E1,2.8E2,141.73,69.36,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
236,0,1129.9999,1130.0001,0.70,3.7E1,0.65,0.74,,6.4E2,2.3E2,6.4E2,1130.0000,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1129.9999,1130.0001,3.7E1,0.06,6.4E2,1130.0000,DETECTED,0,0.70,0.65,0.74,2.3E2,6.4E2,0.75,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
237,0,1301.2979,1301.6998,0.70,7.4E1,0.65,7.78,,7.4E2,5.1E1,7.4E2,1301.4971,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1301.2979,1301.6998,7.4E1,7.10,7.4E2,1301.4971,DETECTED,0,0.70,0.65,7.78,5.1E1,7.4E2,0.93,1.02,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
