id,mz,height,intensity_range:min,intensity_range:max,rt,rt_range:min,rt_range:max,area,mz_range:min,mz_range:max,charge,datafile:PreIS__1100_1500_d171-r001.mzML:mz,datafile:PreIS__1100_1500_d171-r001.mzML:feature_state,datafile:PreIS__1100_1500_d171-r001.mzML:area,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:fwhm,datafile:PreIS__1100_1500_d171-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r001.mzML:height,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:rt,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r001.mzML:isotopes,datafile:PreIS__1100_1500_d171-r001.mzML:charge,datafile:PreIS__1100_1500_d171-r002.mzML:mz,datafile:PreIS__1100_1500_d171-r002.mzML:feature_state,datafile:PreIS__1100_1500_d171-r002.mzML:area,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:fwhm,datafile:PreIS__1100_1500_d171-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r002.mzML:height,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:rt,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r002.mzML:isotopes,datafile:PreIS__1100_1500_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r001.mzML:mz,datafile:PreIS__750_1150_d171-r001.mzML:feature_state,datafile:PreIS__750_1150_d171-r001.mzML:area,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r001.mzML:fwhm,datafile:PreIS__750_1150_d171-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r001.mzML:height,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r001.mzML:rt,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r001.mzML:isotopes,datafile:PreIS__750_1150_d171-r001.mzML:charge,datafile:PreIS__400_800_d171-r002.mzML:mz,datafile:PreIS__400_800_d171-r002.mzML:feature_state,datafile:PreIS__400_800_d171-r002.mzML:area,datafile:PreIS__400_800_d171-r002.mzML:mz_range:min,datafile:PreIS__400_800_d171-r002.mzML:mz_range:max,datafile:PreIS__400_800_d171-r002.mzML:fwhm,datafile:PreIS__400_800_d171-r002.mzML:tailing_factor,datafile:PreIS__400_800_d171-r002.mzML:height,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r002.mzML:rt,datafile:PreIS__400_800_d171-r002.mzML:rt_range:min,datafile:PreIS__400_800_d171-r002.mzML:rt_range:max,datafile:PreIS__400_800_d171-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r002.mzML:isotopes,datafile:PreIS__400_800_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r002.mzML:mz,datafile:PreIS__750_1150_d171-r002.mzML:feature_state,datafile:PreIS__750_1150_d171-r002.mzML:area,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r002.mzML:fwhm,datafile:PreIS__750_1150_d171-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r002.mzML:height,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r002.mzML:rt,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r002.mzML:isotopes,datafile:PreIS__750_1150_d171-r002.mzML:charge,datafile:PreIS__400_800_d171-r001.mzML:mz,datafile:PreIS__400_800_d171-r001.mzML:feature_state,datafile:PreIS__400_800_d171-r001.mzML:area,datafile:PreIS__400_800_d171-r001.mzML:mz_range:min,datafile:PreIS__400_800_d171-r001.mzML:mz_range:max,datafile:PreIS__400_800_d171-r001.mzML:fwhm,datafile:PreIS__400_800_d171-r001.mzML:tailing_factor,datafile:PreIS__400_800_d171-r001.mzML:height,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r001.mzML:rt,datafile:PreIS__400_800_d171-r001.mzML:rt_range:min,datafile:PreIS__400_800_d171-r001.mzML:rt_range:max,datafile:PreIS__400_800_d171-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r001.mzML:isotopes,datafile:PreIS__400_800_d171-r001.mzML:charge
266,686.4495,7.8E3,4.5E2,7.8E3,5.67,5.60,5.73,4.9E2,686.1953,686.6983,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,686.4495,DETECTED,4.9E2,686.1953,686.6983,0.06,0.90,7.8E3,4.5E2,7.8E3,5.67,5.60,5.73,0.91,2,1
267,587.4466,2.5E3,8.6E1,2.5E3,5.68,5.58,5.76,2.3E2,587.2992,587.4954,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.4466,DETECTED,2.3E2,587.2992,587.4954,0.10,0.84,2.5E3,8.6E1,2.5E3,5.68,5.58,5.76,0.68,,
268,745.5355,3.9E3,5.1E1,3.9E3,5.68,5.49,5.76,3.8E2,745.4118,745.7131,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,745.5355,DETECTED,3.8E2,745.4118,745.7131,0.17,0.78,3.9E3,5.1E1,3.9E3,5.68,5.49,5.76,1.32,2,1
269,473.8998,1.1E3,3.5E2,1.1E3,5.80,5.75,5.84,6.1E1,473.8993,474.2114,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,473.8998,DETECTED,6.1E1,473.8993,474.2114,0.06,0.87,1.1E3,3.5E2,1.1E3,5.80,5.75,5.84,0.75,,
270,745.6015,2.1E3,3.4E2,2.1E3,5.80,5.76,5.85,1.2E2,745.5472,745.6400,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,745.6015,DETECTED,1.2E2,745.5472,745.6400,0.06,1.17,2.1E3,3.4E2,2.1E3,5.80,5.76,5.85,1.33,,
271,496.1013,2.3E3,5.0E1,2.3E3,5.81,5.75,5.86,1.4E2,495.8761,496.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,496.1013,DETECTED,1.4E2,495.8761,496.5000,0.06,1.17,2.3E3,5.0E1,2.3E3,5.81,5.75,5.86,1.40,,
272,432.2841,9.7E2,1.9E2,9.7E2,5.94,5.88,5.99,6.4E1,432.1950,432.4008,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,432.2841,DETECTED,6.4E1,432.1950,432.4008,0.07,0.90,9.7E2,1.9E2,9.7E2,5.94,5.88,5.99,0.65,,
273,689.4598,5.7E3,3.4E2,5.7E3,5.94,5.69,6.02,9.8E2,689.2595,689.7001,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,689.4598,DETECTED,9.8E2,689.2595,689.7001,0.14,0.67,5.7E3,3.4E2,5.7E3,5.94,5.69,6.02,0.33,,
274,588.5998,9.7E2,3.0E2,9.7E2,6.05,6.01,6.10,5.6E1,588.5183,588.5999,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,588.5998,DETECTED,5.6E1,588.5183,588.5999,0.06,1.17,9.7E2,3.0E2,9.7E2,6.05,6.01,6.10,1.33,,
275,689.4785,3.8E3,8.6E1,3.8E3,6.06,6.02,6.14,2.3E2,689.2017,689.5182,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,689.4785,DETECTED,2.3E2,689.2017,689.5182,0.07,1.26,3.8E3,8.6E1,3.8E3,6.06,6.02,6.14,1.30,,
276,506.2978,2.6E3,1.7E2,2.6E3,6.41,6.34,6.49,2.0E2,506.1855,506.9993,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,506.2978,DETECTED,2.0E2,506.1855,506.9993,0.07,1.10,2.6E3,1.7E2,2.6E3,6.41,6.34,6.49,1.13,2,1
277,524.4704,6.8E3,2.0E2,6.8E3,6.42,6.36,6.49,4.1E2,524.3996,524.6009,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,524.4704,DETECTED,4.1E2,524.3996,524.6009,0.06,1.03,6.8E3,2.0E2,6.8E3,6.42,6.36,6.49,1.04,2,1
278,690.4000,1.1E3,2.9E2,1.1E3,6.43,6.38,6.47,6.4E1,690.3998,690.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,690.4000,DETECTED,6.4E1,690.3998,690.5000,0.06,0.88,1.1E3,2.9E2,1.1E3,6.43,6.38,6.47,0.75,,
279,587.5001,7.4E2,2.2E2,7.4E2,6.91,6.86,6.95,4.2E1,587.3904,587.5002,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,587.5001,DETECTED,4.2E1,587.3904,587.5002,0.06,0.88,7.4E2,2.2E2,7.4E2,6.91,6.86,6.95,0.75,,
280,552.5277,2.7E3,3.0E2,2.7E3,6.97,6.93,7.06,1.9E2,552.2929,552.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,552.5277,DETECTED,1.9E2,552.2929,552.7000,0.08,1.67,2.7E3,3.0E2,2.7E3,6.97,6.93,7.06,2.03,,
281,534.5138,3.3E3,5.2E1,3.3E3,6.98,6.93,7.06,1.9E2,534.4000,534.5773,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,534.5138,DETECTED,1.9E2,534.4000,534.5773,0.06,0.99,3.3E3,5.2E1,3.3E3,6.98,6.93,7.06,0.78,,
282,753.3001,8.1E2,2.6E2,8.1E2,7.24,7.20,7.29,4.7E1,753.3000,753.5154,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,753.3001,DETECTED,4.7E1,753.3000,753.5154,0.06,1.17,8.1E2,2.6E2,8.1E2,7.24,7.20,7.29,1.33,,
283,755.5000,1.1E3,3.7E2,1.1E3,7.28,7.24,7.33,6.5E1,755.4999,755.5001,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,755.5000,DETECTED,6.5E1,755.4999,755.5001,0.06,1.17,1.1E3,3.7E2,1.1E3,7.28,7.24,7.33,1.33,,
284,592.3995,2.2E3,6.5E2,2.2E3,7.30,7.25,7.34,1.3E2,592.3995,592.5330,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,592.3995,DETECTED,1.3E2,592.3995,592.5330,0.06,0.87,2.2E3,6.5E2,2.2E3,7.30,7.25,7.34,0.75,,
285,752.3608,8.5E2,6.1E1,8.5E2,7.39,7.34,7.46,5.3E1,752.3050,752.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,752.3608,DETECTED,5.3E1,752.3050,752.7000,0.06,1.02,8.5E2,6.1E1,8.5E2,7.39,7.34,7.46,0.96,,
286,770.5220,2.8E3,9.4E1,2.8E3,7.39,7.33,7.46,1.7E2,770.2494,770.7996,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,770.5220,DETECTED,1.7E2,770.2494,770.7996,0.06,1.13,2.8E3,9.4E1,2.8E3,7.39,7.33,7.46,1.13,2,1
287,796.6457,2.4E3,4.9E2,2.4E3,7.39,7.28,7.45,2.4E2,796.4991,796.8840,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,796.6457,DETECTED,2.4E2,796.4991,796.8840,0.12,0.72,2.4E3,4.9E2,2.4E3,7.39,7.28,7.45,0.44,2,1
288,562.2745,2.0E3,9.0E1,2.0E3,7.51,7.45,7.56,1.2E2,562.1292,562.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,562.2745,DETECTED,1.2E2,562.1292,562.5000,0.07,1.00,2.0E3,9.0E1,2.0E3,7.51,7.45,7.56,1.08,,
289,646.5957,5.7E2,5.0E1,5.7E2,7.55,7.50,7.60,3.3E1,646.5000,646.5986,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.5957,DETECTED,3.3E1,646.5000,646.5986,0.06,0.89,5.7E2,5.0E1,5.7E2,7.55,7.50,7.60,0.74,,
290,618.3999,4.1E3,7.6E2,4.1E3,7.56,7.51,7.60,2.3E2,618.3999,618.6431,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,618.3999,DETECTED,2.3E2,618.3999,618.6431,0.07,0.88,4.1E3,7.6E2,4.1E3,7.56,7.51,7.60,0.95,,
291,784.6831,2.8E3,1.6E2,2.8E3,7.67,7.60,7.72,1.7E2,784.5215,784.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,784.6831,DETECTED,1.7E2,784.5215,784.7000,0.06,1.00,2.8E3,1.6E2,2.8E3,7.67,7.60,7.72,1.03,,
292,630.4047,1.3E3,2.6E2,1.3E3,7.68,7.63,7.73,7.5E1,630.3986,630.4923,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,630.4047,DETECTED,7.5E1,630.3986,630.4923,0.06,1.00,1.3E3,2.6E2,1.3E3,7.68,7.63,7.73,1.00,,
293,792.4047,1.3E3,5.4E1,1.3E3,7.68,7.64,7.73,7.4E1,792.3214,792.9000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,792.4047,DETECTED,7.4E1,792.3214,792.9000,0.07,1.17,1.3E3,5.4E1,1.3E3,7.68,7.64,7.73,1.33,,
294,632.6996,1.2E3,2.6E2,1.2E3,7.73,7.68,7.77,6.9E1,632.5645,632.6999,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,632.6996,DETECTED,6.9E1,632.5645,632.6999,0.07,0.87,1.2E3,2.6E2,1.2E3,7.73,7.68,7.77,0.75,,
295,635.6999,1.2E3,2.9E2,1.2E3,7.74,7.71,7.80,6.8E1,635.6047,635.6999,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,635.6999,DETECTED,6.8E1,635.6047,635.6999,0.06,1.17,1.2E3,2.9E2,1.2E3,7.74,7.71,7.80,1.33,,
296,628.4711,1.1E4,5.7E2,1.1E4,7.76,7.69,7.82,6.7E2,628.2934,628.5965,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,628.4711,DETECTED,6.7E2,628.2934,628.5965,0.06,0.90,1.1E4,5.7E2,1.1E4,7.76,7.69,7.82,0.88,2,1
297,646.4448,5.8E3,7.2E1,5.8E3,7.76,7.69,7.87,3.9E2,646.3855,646.6000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.4448,DETECTED,3.9E2,646.3855,646.6000,0.06,0.98,5.8E3,7.2E1,5.8E3,7.76,7.69,7.87,1.00,2,1
298,602.5222,8.7E3,5.9E2,8.7E3,7.80,7.73,7.87,5.9E2,602.3951,602.8000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,602.5222,DETECTED,5.9E2,602.3951,602.8000,0.06,1.02,8.7E3,5.9E2,8.7E3,7.80,7.73,7.87,1.08,3,1
299,620.5537,1.6E4,5.4E1,1.6E4,7.80,7.73,7.90,9.6E2,620.2957,620.5725,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,620.5537,DETECTED,9.6E2,620.2957,620.5725,0.06,1.12,1.6E4,5.4E1,1.6E4,7.80,7.73,7.90,1.09,2,1
300,618.5805,2.8E3,6.4E1,2.8E3,7.87,7.81,7.94,1.8E2,618.5193,618.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,618.5805,DETECTED,1.8E2,618.5193,618.7000,0.06,1.00,2.8E3,6.4E1,2.8E3,7.87,7.81,7.94,1.03,,
301,780.7214,8.1E3,7.6E2,8.1E3,7.89,7.82,7.94,4.8E2,780.5380,780.7708,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,780.7214,DETECTED,4.8E2,780.5380,780.7708,0.06,0.81,8.1E3,7.6E2,8.1E3,7.89,7.82,7.94,0.74,2,1
302,798.6410,1.2E4,3.3E2,1.2E4,7.89,7.81,7.97,8.1E2,798.5011,798.6996,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,798.6410,DETECTED,8.1E2,798.5011,798.6996,0.06,0.98,1.2E4,3.3E2,1.2E4,7.89,7.81,7.97,0.88,2,1
303,616.5039,3.6E4,4.4E2,3.6E4,7.97,7.85,8.13,3.4E3,616.0973,616.7000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,616.5039,DETECTED,3.4E3,616.0973,616.7000,0.07,1.80,3.6E4,4.4E2,3.6E4,7.97,7.85,8.13,2.67,2,1
304,634.5936,3.0E4,6.2E1,3.0E4,7.98,7.89,8.13,2.8E3,634.1016,634.6557,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,634.5936,DETECTED,2.8E3,634.1016,634.6557,0.10,1.33,3.0E4,6.2E1,3.0E4,7.98,7.89,8.13,1.69,2,1
305,590.4762,3.2E4,5.1E1,3.2E4,8.02,7.91,8.09,2.2E3,590.1000,590.5762,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,590.4762,DETECTED,2.2E3,590.1000,590.5762,0.07,0.96,3.2E4,5.1E1,3.2E4,8.02,7.91,8.09,0.83,2,1
306,608.5528,3.3E4,5.8E1,3.3E4,8.02,7.93,8.09,2.2E3,608.4000,608.9000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,608.5528,DETECTED,2.2E3,608.4000,608.9000,0.06,0.95,3.3E4,5.8E1,3.3E4,8.02,7.93,8.09,0.89,2,1
307,474.1994,1.9E3,5.9E2,1.9E3,8.08,8.03,8.12,1.1E2,474.1990,474.2114,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.1994,DETECTED,1.1E2,474.1990,474.2114,0.06,0.88,1.9E3,5.9E2,1.9E3,8.08,8.03,8.12,0.75,,
308,670.3049,2.1E3,9.7E1,2.1E3,8.09,8.02,8.15,1.2E2,670.2337,670.3998,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,670.3049,DETECTED,1.2E2,670.2337,670.3998,0.06,0.92,2.1E3,9.7E1,2.1E3,8.09,8.02,8.15,1.36,,
309,604.4952,4.6E4,5.0E1,4.6E4,8.25,8.15,8.35,3.1E3,604.2869,604.6000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,604.4952,DETECTED,3.1E3,604.2869,604.6000,0.06,1.12,4.6E4,5.0E1,4.6E4,8.25,8.15,8.35,1.28,2,1
310,622.4397,3.7E4,5.2E1,3.7E4,8.26,8.17,8.35,2.4E3,622.2000,622.8000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,622.4397,DETECTED,2.4E3,622.2000,622.8000,0.06,0.92,3.7E4,5.2E1,3.7E4,8.26,8.17,8.35,0.89,2,1
311,634.5572,3.1E3,4.0E2,3.1E3,8.28,8.21,8.33,2.0E2,634.1994,634.7094,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,634.5572,DETECTED,2.0E2,634.1994,634.7094,0.07,0.90,3.1E3,4.0E2,3.1E3,8.28,8.21,8.33,0.69,,
