id,height,intensity_range:min,intensity_range:max,rt,charge,mz_range:min,mz_range:max,mz,area,rt_range:min,rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:fwhm,datafile:PreIS__400_800_d161-r002.mzML:feature_state,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r002.mzML:tailing_factor,datafile:PreIS__400_800_d161-r002.mzML:mz_range:min,datafile:PreIS__400_800_d161-r002.mzML:mz_range:max,datafile:PreIS__400_800_d161-r002.mzML:area,datafile:PreIS__400_800_d161-r002.mzML:rt_range:min,datafile:PreIS__400_800_d161-r002.mzML:rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r002.mzML:height,datafile:PreIS__400_800_d161-r002.mzML:rt,datafile:PreIS__400_800_d161-r002.mzML:mz,datafile:PreIS__400_800_d161-r002.mzML:charge,datafile:PreIS__400_800_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r001.mzML:fwhm,datafile:PreIS__1100_1500_d161-r001.mzML:feature_state,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:area,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r001.mzML:height,datafile:PreIS__1100_1500_d161-r001.mzML:rt,datafile:PreIS__1100_1500_d161-r001.mzML:mz,datafile:PreIS__1100_1500_d161-r001.mzML:charge,datafile:PreIS__1100_1500_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r001.mzML:fwhm,datafile:PreIS__750_1150_d161-r001.mzML:feature_state,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r001.mzML:area,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r001.mzML:height,datafile:PreIS__750_1150_d161-r001.mzML:rt,datafile:PreIS__750_1150_d161-r001.mzML:mz,datafile:PreIS__750_1150_d161-r001.mzML:charge,datafile:PreIS__750_1150_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r002.mzML:fwhm,datafile:PreIS__750_1150_d161-r002.mzML:feature_state,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r002.mzML:area,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r002.mzML:height,datafile:PreIS__750_1150_d161-r002.mzML:rt,datafile:PreIS__750_1150_d161-r002.mzML:mz,datafile:PreIS__750_1150_d161-r002.mzML:charge,datafile:PreIS__750_1150_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r002.mzML:fwhm,datafile:PreIS__1100_1500_d161-r002.mzML:feature_state,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:area,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r002.mzML:height,datafile:PreIS__1100_1500_d161-r002.mzML:rt,datafile:PreIS__1100_1500_d161-r002.mzML:mz,datafile:PreIS__1100_1500_d161-r002.mzML:charge,datafile:PreIS__1100_1500_d161-r002.mzML:isotopes,datafile:PreIS__400_800_d161-r001.mzML:fwhm,datafile:PreIS__400_800_d161-r001.mzML:feature_state,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r001.mzML:tailing_factor,datafile:PreIS__400_800_d161-r001.mzML:mz_range:min,datafile:PreIS__400_800_d161-r001.mzML:mz_range:max,datafile:PreIS__400_800_d161-r001.mzML:area,datafile:PreIS__400_800_d161-r001.mzML:rt_range:min,datafile:PreIS__400_800_d161-r001.mzML:rt_range:max,datafile:PreIS__400_800_d161-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r001.mzML:height,datafile:PreIS__400_800_d161-r001.mzML:rt,datafile:PreIS__400_800_d161-r001.mzML:mz,datafile:PreIS__400_800_d161-r001.mzML:charge,datafile:PreIS__400_800_d161-r001.mzML:isotopes
309,8.2E3,7.3E1,8.2E3,3.89,1,1153.7575,1153.9279,1153.8528,5.1E2,3.79,3.95,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.3E1,8.2E3,1.13,1153.7575,1153.9279,5.1E2,3.79,3.95,1.20,8.2E3,3.89,1153.8528,1,3,,UNKNOWN,,,,,,,,,,,,,,
310,7.2E2,8.9E1,7.2E2,4.05,,1199.4387,1199.8984,1199.8723,4.4E1,3.99,4.11,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,8.9E1,7.2E2,0.90,1199.4387,1199.8984,4.4E1,3.99,4.11,0.95,7.2E2,4.05,1199.8723,,,,UNKNOWN,,,,,,,,,,,,,,
311,7.8E3,6.3E1,7.8E3,4.65,1,1181.4000,1182.4000,1181.9391,6.0E2,4.55,4.72,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,6.3E1,7.8E3,0.88,1181.4000,1182.4000,6.0E2,4.55,4.72,0.68,7.8E3,4.65,1181.9391,1,3,,UNKNOWN,,,,,,,,,,,,,,
312,7.2E2,8.9E1,7.2E2,5.04,,1227.9931,1228.0000,1227.9957,4.3E1,5.00,5.11,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.9E1,7.2E2,1.33,1227.9931,1228.0000,4.3E1,5.00,5.11,1.37,7.2E2,5.04,1227.9957,,,,UNKNOWN,,,,,,,,,,,,,,
313,9.3E3,4.0E2,9.3E3,5.18,1,1235.8720,1236.1404,1235.9046,6.1E2,5.12,5.29,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.0E2,9.3E3,1.34,1235.8720,1236.1404,6.1E2,5.12,5.29,1.41,9.3E3,5.18,1235.9046,1,2,,UNKNOWN,,,,,,,,,,,,,,
314,2.4E4,8.0E1,2.4E4,5.21,1,1209.3912,1210.1008,1209.8405,1.6E3,5.13,5.35,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.0E1,2.4E4,1.03,1209.3912,1210.1008,1.6E3,5.13,5.35,0.99,2.4E4,5.21,1209.8405,1,4,,UNKNOWN,,,,,,,,,,,,,,
315,2.4E3,5.3E1,2.4E3,5.46,1,1223.6865,1224.4000,1223.8744,2.0E2,5.37,5.52,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,5.3E1,2.4E3,0.79,1223.6865,1224.4000,2.0E2,5.37,5.52,0.62,2.4E3,5.46,1223.8744,1,2,,UNKNOWN,,,,,,,,,,,,,,
316,2.4E3,5.3E1,2.4E3,5.46,1,1223.6865,1224.4000,1223.8744,2.0E2,5.37,5.52,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,5.3E1,2.4E3,0.79,1223.6865,1224.4000,2.0E2,5.37,5.52,0.62,2.4E3,5.46,1223.8744,1,2,,UNKNOWN,,,,,,,,,,,,,,
317,9.1E2,8.1E1,9.1E2,5.56,,1253.7138,1253.8000,1253.7193,5.3E1,5.51,5.61,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.1E1,9.1E2,0.89,1253.7138,1253.8000,5.3E1,5.51,5.61,0.74,9.1E2,5.56,1253.7193,,,,UNKNOWN,,,,,,,,,,,,,,
318,6.2E3,2.8E2,6.2E3,5.67,1,1237.4041,1237.9871,1237.9235,4.4E2,5.60,5.77,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,2.8E2,6.2E3,1.35,1237.4041,1237.9871,4.4E2,5.60,5.77,1.59,6.2E3,5.67,1237.9235,1,3,,UNKNOWN,,,,,,,,,,,,,,
319,8.5E3,6.6E2,8.5E3,0.01,,474.1000,474.3175,474.2607,2.2E2,0.00,0.06,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.02,DETECTED,6.6E2,8.5E3,2.07,474.1000,474.3175,2.2E2,0.00,0.06,2.88,8.5E3,0.01,474.2607,,
320,6.7E2,2.2E2,6.7E2,0.14,,499.3990,499.7314,499.3995,3.9E1,0.09,0.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.2E2,6.7E2,0.87,499.3990,499.7314,3.9E1,0.09,0.18,0.75,6.7E2,0.14,499.3995,,
321,2.9E3,5.3E1,2.9E3,0.22,,497.9000,498.9000,498.4616,2.5E2,0.10,0.29,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.09,DETECTED,5.3E1,2.9E3,2.06,497.9000,498.9000,2.5E2,0.10,0.29,7.49,2.9E3,0.22,498.4616,,
322,1.8E3,5.3E1,1.8E3,0.38,,473.9000,474.4001,474.3963,1.1E2,0.31,0.43,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,1.8E3,0.98,473.9000,474.4001,1.1E2,0.31,0.43,1.09,1.8E3,0.38,474.3963,,
323,1.0E3,5.1E1,1.0E3,0.69,,481.5000,481.9000,481.6980,6.2E1,0.64,0.78,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,1.0E3,1.48,481.5000,481.9000,6.2E1,0.64,0.78,1.33,1.0E3,0.69,481.6980,,
324,6.5E2,5.1E1,6.5E2,0.69,,661.9931,662.6000,662.0433,4.1E1,0.64,0.78,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,6.5E2,2.73,661.9931,662.6000,4.1E1,0.64,0.78,0.89,6.5E2,0.69,662.0433,,
325,5.5E2,1.4E2,5.5E2,0.83,,522.4799,522.6006,522.5998,3.2E1,0.78,0.87,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.4E2,5.5E2,0.88,522.4799,522.6006,3.2E1,0.78,0.87,0.75,5.5E2,0.83,522.5998,,
326,5.9E2,2.3E2,5.9E2,0.86,,513.9885,513.9914,513.9903,3.5E1,0.80,0.90,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.3E2,5.9E2,0.88,513.9885,513.9914,3.5E1,0.80,0.90,0.75,5.9E2,0.86,513.9903,,
327,5.7E2,1.2E2,5.7E2,0.96,,498.0997,498.2944,498.2810,3.4E1,0.91,1.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.2E2,5.7E2,0.88,498.0997,498.2944,3.4E1,0.91,1.00,0.75,5.7E2,0.96,498.2810,,
328,1.6E3,8.5E1,1.6E3,1.09,,498.0989,498.5000,498.4018,1.2E2,1.00,1.21,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.5E1,1.6E3,1.07,498.0989,498.5000,1.2E2,1.00,1.21,0.89,1.6E3,1.09,498.4018,,
329,2.4E3,5.3E1,2.4E3,1.13,,474.0000,474.5002,474.4429,1.6E2,1.06,1.22,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.3E1,2.4E3,0.97,474.0000,474.5002,1.6E2,1.06,1.22,0.98,2.4E3,1.13,474.4429,,
330,8.0E2,5.1E1,8.0E2,1.39,,473.9988,474.2643,474.0008,4.7E1,1.34,1.43,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,8.0E2,0.87,473.9988,474.2643,4.7E1,1.34,1.43,0.75,8.0E2,1.39,474.0008,,
331,2.0E3,5.2E1,2.0E3,1.40,,465.6702,465.9616,465.8331,2.1E2,1.28,1.52,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,5.2E1,2.0E3,1.07,465.6702,465.9616,2.1E2,1.28,1.52,1.38,2.0E3,1.40,465.8331,,
332,1.5E3,8.2E1,1.5E3,1.62,,497.9994,498.3000,498.0033,8.7E1,1.57,1.66,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,8.2E1,1.5E3,0.88,497.9994,498.3000,8.7E1,1.57,1.66,0.75,1.5E3,1.62,498.0033,,
333,2.1E3,3.1E2,2.1E3,1.80,,465.8641,466.1759,466.1013,1.8E2,1.75,1.95,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.1E2,2.1E3,1.88,465.8641,466.1759,1.8E2,1.75,1.95,1.78,2.1E3,1.80,466.1013,,
334,1.8E3,8.5E1,1.8E3,1.89,,498.0228,498.3491,498.2109,1.3E2,1.80,1.96,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,8.5E1,1.8E3,0.92,498.0228,498.3491,1.3E2,1.80,1.96,0.83,1.8E3,1.89,498.2109,,
335,1.1E3,5.1E1,1.1E3,1.95,,474.0000,474.4011,474.2467,8.8E1,1.89,2.06,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.09,DETECTED,5.1E1,1.1E3,1.51,474.0000,474.4011,8.8E1,1.89,2.06,1.78,1.1E3,1.95,474.2467,,
336,2.6E3,5.1E1,2.6E3,2.13,,474.1000,474.4000,474.2598,1.8E2,2.06,2.19,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.1E1,2.6E3,1.00,474.1000,474.4000,1.8E2,2.06,2.19,1.14,2.6E3,2.13,474.2598,,
337,6.7E2,2.5E2,6.7E2,2.14,,618.1653,618.2082,618.1797,3.9E1,2.09,2.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.5E2,6.7E2,0.88,618.1653,618.2082,3.9E1,2.09,2.18,0.75,6.7E2,2.14,618.1797,,
338,6.8E2,1.4E2,6.8E2,2.19,,466.2899,466.3004,466.2988,5.5E1,2.14,2.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.4E2,6.8E2,1.62,466.2899,466.3004,5.5E1,2.14,2.31,2.25,6.8E2,2.19,466.2988,,
339,6.3E2,5.0E1,6.3E2,2.36,,465.7000,465.8641,465.7876,3.7E1,2.30,2.40,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,6.3E2,0.86,465.7000,465.8641,3.7E1,2.30,2.40,0.77,6.3E2,2.36,465.7876,,
340,2.7E3,5.2E1,2.7E3,2.40,,474.0000,474.5000,474.2485,3.9E2,2.34,2.62,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.2E1,2.7E3,1.99,474.0000,474.5000,3.9E2,2.34,2.62,3.64,2.7E3,2.40,474.2485,,
341,1.4E3,3.8E2,1.4E3,2.46,,498.1989,498.5001,498.3610,1.5E2,2.41,2.61,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.8E2,1.4E3,1.88,498.1989,498.5001,1.5E2,2.41,2.61,2.75,1.4E3,2.46,498.3610,,
342,1.1E3,2.3E2,1.1E3,2.54,,475.2996,475.4204,475.2997,6.1E1,2.49,2.58,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,2.3E2,1.1E3,0.88,475.2996,475.4204,6.1E1,2.49,2.58,0.75,1.1E3,2.54,475.2997,,
343,9.0E2,9.6E1,9.0E2,2.89,,474.1997,474.3484,474.2272,5.3E1,2.84,2.94,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,9.6E1,9.0E2,1.00,474.1997,474.3484,5.3E1,2.84,2.94,1.32,9.0E2,2.89,474.2272,,
344,9.1E2,7.8E1,9.1E2,2.96,,498.2922,498.4995,498.4354,6.7E1,2.87,3.01,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,7.8E1,9.1E2,0.81,498.2922,498.4995,6.7E1,2.87,3.01,0.69,9.1E2,2.96,498.4354,,
345,5.8E2,1.7E2,5.8E2,3.32,,670.2583,670.5002,670.5000,3.4E1,3.28,3.37,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.7E2,5.8E2,1.17,670.2583,670.5002,3.4E1,3.28,3.37,1.33,5.8E2,3.32,670.5000,,
346,7.9E2,2.3E2,7.9E2,3.33,,688.3996,688.4499,688.3999,4.6E1,3.28,3.37,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.3E2,7.9E2,0.88,688.3996,688.4499,4.6E1,3.28,3.37,0.75,7.9E2,3.33,688.3999,,
347,8.2E2,2.3E2,8.2E2,3.45,,474.0993,474.2643,474.1000,4.7E1,3.40,3.49,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.3E2,8.2E2,0.88,474.0993,474.2643,4.7E1,3.40,3.49,0.75,8.2E2,3.45,474.1000,,
348,3.7E3,5.1E1,3.7E3,3.48,,498.0000,498.2998,498.2979,2.2E2,3.40,3.53,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,3.7E3,1.02,498.0000,498.2998,2.2E2,3.40,3.53,1.08,3.7E3,3.48,498.2979,,
349,1.1E3,5.1E1,1.1E3,3.59,,474.2643,474.4000,474.3010,6.5E1,3.55,3.65,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,1.1E3,1.17,474.2643,474.4000,6.5E1,3.55,3.65,1.33,1.1E3,3.59,474.3010,,
350,1.5E3,3.6E2,1.5E3,3.90,,474.2643,474.6020,474.4623,1.1E2,3.85,3.97,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,3.6E2,1.5E3,1.12,474.2643,474.6020,1.1E2,3.85,3.97,1.25,1.5E3,3.90,474.4623,,
351,1.0E3,2.2E2,1.0E3,3.92,,499.7314,500.0986,500.0983,5.7E1,3.88,3.97,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,2.2E2,1.0E3,1.17,499.7314,500.0986,5.7E1,3.88,3.97,1.33,1.0E3,3.92,500.0983,,
352,1.2E3,6.4E1,1.2E3,4.14,1,568.1000,568.3897,568.3632,6.9E1,4.10,4.20,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.4E1,1.2E3,1.17,568.1000,568.3897,6.9E1,4.10,4.20,1.28,1.2E3,4.14,568.3632,1,2
353,1.2E3,6.4E1,1.2E3,4.14,1,568.1000,568.3897,568.3632,6.9E1,4.10,4.20,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.4E1,1.2E3,1.17,568.1000,568.3897,6.9E1,4.10,4.20,1.28,1.2E3,4.14,568.3632,1,2
