id,rt,area,mz_range:min,mz_range:max,intensity_range:min,intensity_range:max,charge,height,rt_range:min,rt_range:max,mz,datafile:PreIS__1100_1500_t180-r001.mzML:rt,datafile:PreIS__1100_1500_t180-r001.mzML:feature_state,datafile:PreIS__1100_1500_t180-r001.mzML:area,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:fwhm,datafile:PreIS__1100_1500_t180-r001.mzML:charge,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:height,datafile:PreIS__1100_1500_t180-r001.mzML:isotopes,datafile:PreIS__1100_1500_t180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r001.mzML:mz,datafile:PreIS__1100_1500_t180-r002.mzML:rt,datafile:PreIS__1100_1500_t180-r002.mzML:feature_state,datafile:PreIS__1100_1500_t180-r002.mzML:area,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:fwhm,datafile:PreIS__1100_1500_t180-r002.mzML:charge,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:height,datafile:PreIS__1100_1500_t180-r002.mzML:isotopes,datafile:PreIS__1100_1500_t180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r002.mzML:rt,datafile:PreIS__750_1150_t180-r002.mzML:feature_state,datafile:PreIS__750_1150_t180-r002.mzML:area,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r002.mzML:fwhm,datafile:PreIS__750_1150_t180-r002.mzML:charge,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r002.mzML:height,datafile:PreIS__750_1150_t180-r002.mzML:isotopes,datafile:PreIS__750_1150_t180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r002.mzML:mz,datafile:PreIS__400_800_t180-r002.mzML:rt,datafile:PreIS__400_800_t180-r002.mzML:feature_state,datafile:PreIS__400_800_t180-r002.mzML:area,datafile:PreIS__400_800_t180-r002.mzML:mz_range:min,datafile:PreIS__400_800_t180-r002.mzML:mz_range:max,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r002.mzML:fwhm,datafile:PreIS__400_800_t180-r002.mzML:charge,datafile:PreIS__400_800_t180-r002.mzML:rt_range:min,datafile:PreIS__400_800_t180-r002.mzML:rt_range:max,datafile:PreIS__400_800_t180-r002.mzML:height,datafile:PreIS__400_800_t180-r002.mzML:isotopes,datafile:PreIS__400_800_t180-r002.mzML:tailing_factor,datafile:PreIS__400_800_t180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r001.mzML:rt,datafile:PreIS__750_1150_t180-r001.mzML:feature_state,datafile:PreIS__750_1150_t180-r001.mzML:area,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r001.mzML:fwhm,datafile:PreIS__750_1150_t180-r001.mzML:charge,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r001.mzML:height,datafile:PreIS__750_1150_t180-r001.mzML:isotopes,datafile:PreIS__750_1150_t180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r001.mzML:mz,datafile:PreIS__400_800_t180-r001.mzML:rt,datafile:PreIS__400_800_t180-r001.mzML:feature_state,datafile:PreIS__400_800_t180-r001.mzML:area,datafile:PreIS__400_800_t180-r001.mzML:mz_range:min,datafile:PreIS__400_800_t180-r001.mzML:mz_range:max,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r001.mzML:fwhm,datafile:PreIS__400_800_t180-r001.mzML:charge,datafile:PreIS__400_800_t180-r001.mzML:rt_range:min,datafile:PreIS__400_800_t180-r001.mzML:rt_range:max,datafile:PreIS__400_800_t180-r001.mzML:height,datafile:PreIS__400_800_t180-r001.mzML:isotopes,datafile:PreIS__400_800_t180-r001.mzML:tailing_factor,datafile:PreIS__400_800_t180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r001.mzML:mz
769,6.88,4.4E1,605.6582,606.1109,1.8E2,7.7E2,,7.7E2,6.82,6.91,606.1025,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,6.88,DETECTED,4.4E1,605.6582,606.1109,1.8E2,7.7E2,0.06,,6.82,6.91,7.7E2,,0.88,0.75,606.1025
770,6.91,5.9E1,641.4810,641.6999,3.1E2,1.0E3,,1.0E3,6.88,6.97,641.6999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,6.91,DETECTED,5.9E1,641.4810,641.6999,3.1E2,1.0E3,0.06,,6.88,6.97,1.0E3,,1.17,1.33,641.6999
771,6.99,1.3E2,564.3000,564.5506,5.3E1,2.2E3,,2.2E3,6.93,7.04,564.3986,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,6.99,DETECTED,1.3E2,564.3000,564.5506,5.3E1,2.2E3,0.06,,6.93,7.04,2.2E3,,1.18,1.42,564.3986
772,7.01,4.5E1,552.9087,553.1810,5.0E1,7.3E2,,7.3E2,6.94,7.06,553.1320,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.01,DETECTED,4.5E1,552.9087,553.1810,5.0E1,7.3E2,0.07,,6.94,7.06,7.3E2,,0.98,1.06,553.1320
773,7.01,1.4E2,580.9889,581.4273,2.2E2,2.4E3,,2.4E3,6.95,7.04,581.3913,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.01,DETECTED,1.4E2,580.9889,581.4273,2.2E2,2.4E3,0.06,,6.95,7.04,2.4E3,,0.87,0.75,581.3913
774,7.03,2.7E5,537.2997,537.4865,6.9E2,2.2E6,1,2.2E6,6.85,7.21,537.4180,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.03,DETECTED,2.7E5,537.2997,537.4865,6.9E2,2.2E6,0.11,1,6.85,7.21,2.2E6,4,1.89,1.64,537.4180
775,7.03,3.4E2,606.3646,606.5000,2.0E2,3.6E3,,3.6E3,6.95,7.10,606.4334,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.03,DETECTED,3.4E2,606.3646,606.5000,2.0E2,3.6E3,0.10,,6.95,7.10,3.6E3,,0.92,0.71,606.4334
776,7.03,1.9E2,639.1662,639.4574,4.4E2,2.7E3,,2.7E3,6.97,7.10,639.4047,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.03,DETECTED,1.9E2,639.1662,639.4574,4.4E2,2.7E3,0.07,,6.97,7.10,2.7E3,,1.00,1.15,639.4047
777,7.04,1.8E2,639.7000,640.7944,5.3E1,3.3E3,,3.3E3,6.98,7.11,639.7375,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.04,DETECTED,1.8E2,639.7000,640.7944,5.3E1,3.3E3,0.07,,6.98,7.11,3.3E3,,1.13,1.07,639.7375
778,7.06,6.5E1,738.4003,738.5302,1.3E2,8.8E2,,8.8E2,7.01,7.15,738.4569,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.06,DETECTED,6.5E1,738.4003,738.5302,1.3E2,8.8E2,0.07,,7.01,7.15,8.8E2,,1.38,2.05,738.4569
779,7.12,1.1E2,718.3075,718.4918,7.7E1,1.9E3,,1.9E3,7.06,7.17,718.4880,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.12,DETECTED,1.1E2,718.3075,718.4918,7.7E1,1.9E3,0.06,,7.06,7.17,1.9E3,,1.00,1.05,718.4880
780,7.13,5.5E1,576.4777,576.5990,2.1E2,8.2E2,,8.2E2,7.07,7.19,576.5607,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.13,DETECTED,5.5E1,576.4777,576.5990,2.1E2,8.2E2,0.07,,7.07,7.19,8.2E2,,0.90,0.80,576.5607
781,7.13,3.5E1,628.1356,628.1997,2.0E2,6.0E2,,6.0E2,7.10,7.19,628.1997,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.13,DETECTED,3.5E1,628.1356,628.1997,2.0E2,6.0E2,0.06,,7.10,7.19,6.0E2,,1.17,1.33,628.1997
782,7.17,6.1E1,746.2994,746.6788,2.0E2,9.5E2,,9.5E2,7.11,7.23,746.3026,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.17,DETECTED,6.1E1,746.2994,746.6788,2.0E2,9.5E2,0.06,,7.11,7.23,9.5E2,,0.90,0.80,746.3026
783,7.17,1.5E2,764.4416,764.6923,9.3E1,2.3E3,,2.3E3,7.11,7.25,764.6767,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.17,DETECTED,1.5E2,764.4416,764.6923,9.3E1,2.3E3,0.06,,7.11,7.25,2.3E3,,0.98,0.89,764.6767
784,7.19,2.5E2,551.2000,551.5993,5.6E2,3.8E3,,3.8E3,7.13,7.25,551.5247,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.19,DETECTED,2.5E2,551.2000,551.5993,5.6E2,3.8E3,0.07,,7.13,7.25,3.8E3,,1.12,1.58,551.5247
785,7.19,6.5E1,581.4273,581.5969,3.1E2,1.1E3,,1.1E3,7.13,7.23,581.5967,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.19,DETECTED,6.5E1,581.4273,581.5969,3.1E2,1.1E3,0.06,,7.13,7.23,1.1E3,,0.87,0.75,581.5967
786,7.19,7.7E2,685.0115,685.2903,5.5E2,1.3E4,1,1.3E4,7.13,7.25,685.2576,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.19,DETECTED,7.7E2,685.0115,685.2903,5.5E2,1.3E4,0.07,1,7.13,7.25,1.3E4,3,0.99,1.14,685.2576
787,7.25,3.0E2,548.3369,548.6000,6.7E1,4.8E3,,4.8E3,7.17,7.30,548.3689,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.25,DETECTED,3.0E2,548.3369,548.6000,6.7E1,4.8E3,0.06,,7.17,7.30,4.8E3,,0.92,0.74,548.3689
788,7.25,5.1E1,550.6876,550.7005,1.9E2,9.0E2,,9.0E2,7.20,7.29,550.6987,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.25,DETECTED,5.1E1,550.6876,550.7005,1.9E2,9.0E2,0.07,,7.20,7.29,9.0E2,,0.87,0.75,550.6987
789,7.25,3.9E2,566.2983,566.4515,7.7E2,6.4E3,,6.4E3,7.20,7.32,566.3278,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.25,DETECTED,3.9E2,566.2983,566.4515,7.7E2,6.4E3,0.06,,7.20,7.32,6.4E3,,1.12,1.02,566.3278
790,7.26,1.5E2,682.6341,682.7776,1.8E2,2.6E3,,2.6E3,7.21,7.33,682.6770,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.26,DETECTED,1.5E2,682.6341,682.7776,1.8E2,2.6E3,0.06,,7.21,7.33,2.6E3,,1.01,1.20,682.6770
791,7.28,9.6E1,630.1997,630.7000,8.0E1,1.6E3,,1.6E3,7.23,7.36,630.2263,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.28,DETECTED,9.6E1,630.1997,630.7000,8.0E1,1.6E3,0.06,,7.23,7.36,1.6E3,,1.12,0.77,630.2263
792,7.29,6.6E1,634.4000,634.7000,5.2E1,1.1E3,,1.1E3,7.19,7.34,634.6590,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.29,DETECTED,6.6E1,634.4000,634.7000,5.2E1,1.1E3,0.06,,7.19,7.34,1.1E3,,0.77,1.35,634.6590
793,7.30,3.2E1,655.9404,656.6000,5.6E1,5.3E2,,5.3E2,7.25,7.36,656.1065,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.30,DETECTED,3.2E1,655.9404,656.6000,5.6E1,5.3E2,0.06,,7.25,7.36,5.3E2,,1.00,1.33,656.1065
794,7.32,4.1E2,551.2000,551.5083,1.9E2,4.7E3,,4.7E3,7.25,7.43,551.4537,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.32,DETECTED,4.1E2,551.2000,551.5083,1.9E2,4.7E3,0.10,,7.25,7.43,4.7E3,,1.26,1.17,551.4537
795,7.32,5.2E1,766.4147,766.5036,6.6E1,8.7E2,,8.7E2,7.25,7.37,766.4968,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.32,DETECTED,5.2E1,766.4147,766.5036,6.6E1,8.7E2,0.06,,7.25,7.37,8.7E2,,0.95,1.12,766.4968
796,7.33,1.2E2,509.0995,509.7022,2.4E2,1.6E3,,1.6E3,7.25,7.38,509.5825,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.33,DETECTED,1.2E2,509.0995,509.7022,2.4E2,1.6E3,0.08,,7.25,7.38,1.6E3,,0.83,0.77,509.5825
797,7.33,6.2E2,722.0000,722.4806,6.4E1,9.5E3,1,9.5E3,7.26,7.42,722.2323,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.33,DETECTED,6.2E2,722.0000,722.4806,6.4E1,9.5E3,0.06,1,7.26,7.42,9.5E3,2,1.12,1.32,722.2323
798,7.33,2.5E3,740.3778,740.7813,5.1E1,3.4E4,1,3.4E4,7.25,7.46,740.4465,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.33,DETECTED,2.5E3,740.3778,740.7813,5.1E1,3.4E4,0.07,1,7.25,7.46,3.4E4,3,1.19,1.46,740.4465
799,7.36,3.2E2,539.1625,539.7000,5.8E2,4.4E3,,4.4E3,7.30,7.43,539.2662,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.36,DETECTED,3.2E2,539.1625,539.7000,5.8E2,4.4E3,0.07,,7.30,7.43,4.4E3,,1.25,1.31,539.2662
800,7.37,2.7E2,608.8000,609.6269,5.1E1,4.6E3,,4.6E3,7.29,7.41,609.6017,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.37,DETECTED,2.7E2,608.8000,609.6269,5.1E1,4.6E3,0.06,,7.29,7.41,4.6E3,,0.83,0.75,609.6017
801,7.41,8.7E1,640.4510,640.8000,8.3E1,1.5E3,,1.5E3,7.34,7.46,640.7100,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.41,DETECTED,8.7E1,640.4510,640.8000,8.3E1,1.5E3,0.06,,7.34,7.46,1.5E3,,0.99,1.30,640.7100
802,7.45,7.9E1,607.9664,608.3037,3.8E2,1.4E3,,1.4E3,7.39,7.49,607.9752,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.45,DETECTED,7.9E1,607.9664,608.3037,3.8E2,1.4E3,0.06,,7.39,7.49,1.4E3,,0.88,0.75,607.9752
803,7.46,5.2E1,581.3995,581.4273,5.1E1,8.6E2,,8.6E2,7.42,7.55,581.3996,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.46,DETECTED,5.2E1,581.3995,581.4273,5.1E1,8.6E2,0.06,,7.42,7.55,8.6E2,,2.14,1.29,581.3996
804,7.50,1.5E2,716.2982,717.2904,1.0E2,2.6E3,,2.6E3,7.43,7.56,716.3978,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.50,DETECTED,1.5E2,716.2982,717.2904,1.0E2,2.6E3,0.07,,7.43,7.56,2.6E3,,1.08,1.02,716.3978
805,7.50,2.1E2,746.2000,746.6788,5.2E1,3.4E3,,3.4E3,7.45,7.58,746.5258,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.50,DETECTED,2.1E2,746.2000,746.6788,5.2E1,3.4E3,0.06,,7.45,7.58,3.4E3,,1.09,1.28,746.5258
806,7.50,2.9E2,764.4416,764.8000,6.6E2,3.7E3,1,3.7E3,7.45,7.59,764.6522,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.50,DETECTED,2.9E2,764.4416,764.8000,6.6E2,3.7E3,0.07,1,7.45,7.59,3.7E3,2,1.38,1.61,764.6522
807,7.52,1.3E2,740.3006,740.4216,8.6E1,2.3E3,,2.3E3,7.46,7.58,740.3083,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.52,DETECTED,1.3E2,740.3006,740.4216,8.6E1,2.3E3,0.06,,7.46,7.58,2.3E3,,1.04,1.37,740.3083
808,7.59,6.4E4,565.1999,565.7000,5.8E2,6.1E5,1,6.1E5,7.47,7.86,565.4314,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.59,DETECTED,6.4E4,565.1999,565.7000,5.8E2,6.1E5,0.08,1,7.47,7.86,6.1E5,4,2.32,2.95,565.4314
809,7.59,1.0E2,608.6998,609.4083,7.7E1,1.8E3,,1.8E3,7.54,7.63,608.7000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.59,DETECTED,1.0E2,608.6998,609.4083,7.7E1,1.8E3,0.06,,7.54,7.63,1.8E3,,0.87,0.75,608.7000
810,7.59,1.1E2,648.3918,648.5765,7.0E1,1.9E3,,1.9E3,7.54,7.64,648.3963,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.59,DETECTED,1.1E2,648.3918,648.5765,7.0E1,1.9E3,0.06,,7.54,7.64,1.9E3,,1.17,1.40,648.3963
811,7.59,1.7E2,792.4987,793.2994,1.7E2,2.7E3,1,2.7E3,7.52,7.67,792.6738,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.59,DETECTED,1.7E2,792.4987,793.2994,1.7E2,2.7E3,0.06,1,7.52,7.67,2.7E3,2,1.20,1.06,792.6738
812,7.61,5.6E2,630.3965,630.6459,3.8E2,6.9E3,,6.9E3,7.52,7.67,630.5402,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.61,DETECTED,5.6E2,630.3965,630.6459,3.8E2,6.9E3,0.08,,7.52,7.67,6.9E3,,0.72,0.45,630.5402
813,7.61,9.1E2,758.7943,759.4069,1.5E2,1.5E4,1,1.5E4,7.54,7.68,759.2258,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.61,DETECTED,9.1E2,758.7943,759.4069,1.5E2,1.5E4,0.06,1,7.54,7.68,1.5E4,3,1.01,1.01,759.2258
814,7.63,4.6E1,596.0770,596.5000,1.8E2,8.1E2,,8.1E2,7.58,7.67,596.5000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.63,DETECTED,4.6E1,596.0770,596.5000,1.8E2,8.1E2,0.06,,7.58,7.67,8.1E2,,0.88,0.75,596.5000
