Compound Name,Precursor Ion,Product Ion,Ret Time (min),Delta Ret Time,Collision Energy,Polarity
"[""Hex3Cer 16:1;O2/24:0"", ""Hex3Cer 16:1;O2/23:1;O""]",1108.770561,236.237824,7.15,1,65,Positive
"[""Hex3Cer 18:1;O2/23:2""]",1118.756644,264.269124,7.585,1,65,Positive
"[""Hex3Cer 17:1;O2/23:2;O"", ""Hex3Cer 17:1;O2/24:1""]",1120.737491,250.253474,6.88,1,65,Positive
"[""Hex3Cer 18:0;O2/23:2"", ""Hex3Cer 18:0;O2/22:3;O""]",1120.759538,284.295339,0.6725,1,65,Positive
"[""Hex3Cer 18:1;O2/23:0"", ""Hex3Cer 18:1;O2/22:1;O""]",1122.775188,264.269124,7.345,1,65,Positive
GM3 18:1;O2/14:0,1125.689688,264.269124,2.792,1,80,Positive
HexNAcHex2Cer 18:1;O2/21:3,1129.736243,264.269124,9.19,1,40,Positive
HexNAcHex2Cer 18:1;O/21:3;O,1129.736243,266.284774,9.195,1,40,Positive
Hex3Cer 18:1;O/24:3;O,1130.756644,266.284774,7.993333333,1,65,Positive
HexNAcHex2Cer 18:1;O2/21:2,1131.751893,264.269124,7.97,1,40,Positive
Hex3Cer 18:2;O2/24:1,1132.772294,262.253474,6.665,1,65,Positive
Hex3Cer 17:1;O2/25:2,1132.772294,250.253474,6.685,1,65,Positive
"[""Hex3Cer 18:1;O2/24:1"", ""Hex3Cer 18:1;O2/23:2;O""]",1134.775188,264.269124,7.095,1,65,Positive
"[""Hex3Cer 17:1;O2/25:1"", ""Hex3Cer 17:1;O2/24:2;O""]",1134.786211,250.253474,7.165,1,65,Positive
"[""Hex3Cer 18:2;O2/24:0"", ""Hex3Cer 18:2;O2/23:1;O""]",1134.786211,262.253474,7.19125,1.0025,65,Positive
"[""GM3 18:1;O2/15:2""]",1135.674038,264.269124,5.656527778,4.786944444,80,Positive
"[""GM3 18:2;O2/15:1""]",1135.674038,262.253474,7.18,1.1,80,Positive
"[""HexNAcHex2Cer 18:1;O2/21:0""]",1135.783193,264.269124,5.749583333,4.800833333,40,Positive
"[""Hex3Cer 18:1;O2/24:0"", ""Hex3Cer 18:1;O2/24:0"", ""Hex3Cer 18:1;O2/23:1;O"", ""Hex3Cer 18:1;O2/23:1;O""]",1136.785401,264.269124,7.946388889,1,65,Positive
"[""GM3 17:1;O2/16:0"", ""GM3 17:1;O2/15:1;O""]",1139.703198,250.253474,3.3525,1.1,80,Positive
"[""Hex3Cer 18:1;O/25:2;O""]",1146.787944,266.284774,7.175,1,65,Positive
HexNAcHex2Cer 18:1;O2/22:1,1147.783193,264.269124,7.15,1,40,Positive
GM3 18:0;O2/16:3,1149.689688,284.295339,7.18,1,80,Positive
"[""GM3 18:2;O2/16:0"", ""GM3 18:2;O2/15:1;O""]",1151.703198,262.253474,3.035,1.1,80,Positive
"[""GM3 18:0;O3/15:2""]",1153.684603,282.279689,3.794166667,1.091666667,80,Positive
"[""GM3 18:1;O2/16:0"", ""GM3 18:1;O2/15:1;O""]",1153.718848,264.269124,3.817333333,1.10325,80,Positive
"[""GM3 16:1;O2/18:0"", ""GM3 16:1;O2/17:1;O""]",1153.718848,236.237824,3.820833333,1.098333333,80,Positive
GM3 18:1;O/15:0;O2,1155.700253,266.284774,3.76,1,80,Positive
"[""GM3 18:1;O2/17:2""]",1163.705338,264.269124,4.565833333,1.1,80,Positive
"[""HexNAcHex2Cer 18:1;O2/23:0""]",1163.814493,264.269124,4.6,1,40,Positive
"[""GM3 18:1;O2/16:0;O"", ""GM3 35:0;O2""]",1169.71718,264.269124,3.5725,1.125,80,Positive
"[""GM3 18:2;O2/18:0"", ""GM3 18:2;O2/17:1;O""]",1179.723721,262.253474,3.9525,1.095,80,Positive
"[""GM3 18:1;O2/18:1"", ""GM3 18:1;O2/17:2;O""]",1179.723721,264.269124,3.96375,1.1025,80,Positive
"[""GM3 18:0;O3/17:2""]",1181.715903,282.279689,4.555,1.1,80,Positive
"[""GM3 18:1;O2/18:0"", ""GM3 18:1;O2/17:1;O""]",1181.750148,264.269124,4.5684375,1.100625,80,Positive
"[""GM3 16:1;O2/20:0"", ""GM3 16:1;O2/19:1;O""]",1181.750148,236.237824,4.580833333,1.113333333,80,Positive
"[""HexNAcHex3Cer 18:1;O2/14:0"", ""HexNAcHex2Cer 18:1;O2/26:3""]",1199.729728,264.269124,7.02,1,40,Positive
GM3 18:0;O3/18:0,1199.762853,282.279689,7.02,1,80,Positive
HexNAcHex2Cer 18:1;O2/26:1,1203.845793,264.269124,9.42,1,40,Positive
"[""HexNAcHex3Cer 18:1;O2/15:2""]",1209.710818,264.269124,5.175,1,40,Positive
"[""HexNAcHex3Cer 16:1;O2/17:2""]",1209.710818,236.237824,5.21,1,40,Positive
"[""GM3 18:0;O3/19:2""]",1209.747203,282.279689,5.11,1.1,80,Positive
"[""GM3 16:1;O2/22:0"", ""GM3 16:1;O2/21:1;O""]",1209.770671,236.237824,5.140833333,1.098333333,80,Positive
"[""GM3 18:1;O2/20:0"", ""GM3 18:1;O2/19:1;O""]",1209.781448,264.269124,5.131851852,1.101851852,80,Positive
GM3 18:1;O2/21:2,1219.767938,264.269124,5.540555556,1,80,Positive
HexNAcHex2Cer 18:1;O2/27:0,1219.877093,264.269124,5.636666667,1,40,Positive
HexNAcHex3Cer 18:1;O2/16:3,1221.710818,264.269124,7.453333333,1,40,Positive
"[""HexNAcHex3Cer 18:1;O2/16:2""]",1223.726468,264.269124,5.41,1,40,Positive
HexNAcHex3Cer 16:1;O2/18:2,1223.726468,236.237824,5.453333333,1,40,Positive
"[""GM3 18:1;O2/21:0"", ""GM3 18:1;O2/20:1;O""]",1223.786321,264.269124,5.36,1.1,80,Positive
"[""GM3 16:1;O2/23:0"", ""GM3 16:1;O2/22:1;O""]",1223.797098,236.237824,5.353333333,1,80,Positive
"[""HexNAcHex3Cer 18:2;O2/16:0""]",1225.742118,262.253474,4.275,1,40,Positive
"[""GM3 18:1;O3/20:0""]",1225.778503,280.264039,4.225,1.1,80,Positive
"[""GM3 39:0;O2"", ""GM3 38:1;O3""]",1225.811856,264.269124,4.95,1,80,Positive
"[""HexNAc_Hex3Cer 18:1;O2/16:0""]",1227.757768,264.269124,5.040625,1.00875,80,Positive
"[""HexNAcHex3Cer 16:1;O2/19:3""]",1235.726468,236.237824,5.19,1,40,Positive
"[""HexNAcHex3Cer 18:2;O2/17:2""]",1235.726468,262.253474,5.245,1,40,Positive
"[""HexNAcHex3Cer 17:1;O2/18:3""]",1235.726468,250.253474,5.265,1,40,Positive
"[""GM3 18:1;O2/22:1"", ""GM3 18:1;O2/21:2;O""]",1235.797098,264.269124,5.158333333,1.098333333,80,Positive
"[""GM3 16:1;O2/24:1"", ""GM3 16:1;O2/23:2;O""]",1235.797098,236.237824,5.165833333,1.098333333,80,Positive
"[""GM3 18:2;O2/22:0"", ""GM3 18:2;O2/21:1;O""]",1235.797098,262.253474,5.197395833,1.090208333,80,Positive
"[""GM3 17:1;O2/23:1"", ""GM3 17:1;O2/22:2;O""]",1235.797098,250.253474,5.203333333,1.098333333,80,Positive
"[""HexNAcHex3Cer 18:1;O2/17:2""]",1237.742118,264.269124,5.637361111,1.000277778,40,Positive
HexNAcHex3Cer 16:1;O2/19:2,1237.742118,236.237824,5.67,1,40,Positive
"[""GM3 18:0;O3/21:2""]",1237.778503,282.279689,5.58125,1.0975,80,Positive
"[""GM3 18:1;O2/22:0"", ""GM3 18:1;O2/21:1;O""]",1237.812748,264.269124,5.59390625,1.1009375,80,Positive
"[""GM3 16:1;O2/24:0"", ""GM3 16:1;O2/23:1;O""]",1237.812748,236.237824,5.60125,1.1025,80,Positive
"[""GM3 40:0;O2"", ""GM3 39:1;O3""]",1239.827506,264.269124,5.64,1,80,Positive
"[""GM3 18:1;O2/23:3""]",1245.783588,264.269124,5.581666667,1.1,80,Positive
"[""GM3 18:1;O2/23:2""]",1247.799238,264.269124,6.0075,1.101666667,80,Positive
"[""HexNAcHex3Cer 18:2;O2/18:2""]",1249.742118,262.253474,5.475,1,40,Positive
"[""GM3 18:2;O2/23:0"", ""GM3 18:2;O2/22:1;O""]",1249.801971,262.253474,5.425833333,1.098333333,80,Positive
"[""HexNAcHex3Cer 18:1;O2/18:2""]",1251.757768,264.269124,5.85,1,40,Positive
HexNAcHex3Cer 17:1;O2/19:2,1251.757768,250.253474,5.89,1,40,Positive
"[""GM3 17:1;O2/24:0"", ""GM3 17:1;O2/23:1;O""]",1251.817621,250.253474,5.8255,1.099,80,Positive
"[""GM3 18:1;O2/23:0"", ""GM3 18:1;O2/22:1;O"", ""GM3 41:1;O2"", ""GM3 40:2;O3""]",1251.821977,264.269124,5.448055556,1.836111111,80,Positive
"[""HexNAcHex3Cer 18:1;O2/18:1""]",1253.773418,264.269124,5.54,1,40,Positive
"[""HexNAcHex3Cer 20:1;O2/16:1""]",1253.773418,292.300424,5.56,1,40,Positive
"[""GM3 20:1;O2/20:0;O""]",1253.809803,292.300424,5.5025,1.115,80,Positive
"[""GM3 18:1;O2/22:0;O"", ""GM3 41:0;O2""]",1253.811718,264.269124,5.516666667,1.143333333,80,Positive
"[""GM3 18:1;O2/24:2""]",1261.814888,264.269124,5.19,1.1,80,Positive
"[""GM3 18:2;O2/24:1""]",1261.814888,262.253474,5.195,1.09,80,Positive
"[""GM3 20:1;O2/22:1"", ""GM3 20:1;O2/21:2;O""]",1263.812346,292.300424,5.572083333,1.105833333,80,Positive
"[""GM3 18:1;O2/24:1"", ""GM3 18:1;O2/23:2;O"", ""GM3 42:2;O2"", ""GM3 41:3;O3""]",1263.821977,264.269124,5.465989583,1.331979167,80,Positive
"[""GM3 18:2;O2/24:0"", ""GM3 18:2;O2/23:1;O""]",1263.828398,262.253474,5.616388889,1.057222222,80,Positive
"[""GM3 18:0;O3/23:2""]",1265.809803,282.279689,6.0075,1.105,80,Positive
"[""GM3 18:1;O2/23:1;O"", ""GM3 42:1;O2"", ""GM3 41:2;O3"", ""GM3 18:1;O2/24:0""]",1265.819322,264.269124,5.773828125,1.574322917,80,Positive
HexNAcHex3Cer 18:1;O/19:1;O,1267.789068,266.284774,6.035,1,40,Positive
GM3 18:1;O/23:0;O2,1267.825453,266.284774,5.935,1,80,Positive
GM3 42:0;O2,1267.861838,264.269124,5.65,1,80,Positive
"[""HexNAcHex3Cer 18:1;O2/20:2""]",1279.789068,264.269124,7.021666667,4.023333333,40,Positive
"[""HexNAcHex3Cer 18:2;O2/20:1""]",1279.789068,262.253474,5.595,1,40,Positive
"[""GM3 18:2;O2/24:0;O""]",1279.825453,262.253474,5.55125,1.0525,80,Positive
"[""GM3 18:1;O2/25:0"", ""GM3 18:1;O2/24:1;O""]",1279.859698,264.269124,5.518916667,1.1005,80,Positive
"[""HexNAcHex3Cer 18:1;O2/20:1""]",1281.804718,264.269124,5.98,1,40,Positive
"[""GM3 18:1;O2/24:0;O""]",1281.841103,264.269124,5.9325,1.1,80,Positive
HexNAcHex3Cer 18:1;O2/21:2,1293.804718,264.269124,9.87,1,40,Positive
GM3 18:0;O3/25:2,1293.841103,282.279689,9.87,1,80,Positive
"[""HexNAcHex3Cer 18:1;O2/24:1""]",1337.867318,264.269124,6.93,1,40,Positive
"[""GM3 18:1;O2/28:0;O""]",1337.903703,264.269124,6.88,1.1,80,Positive
